"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/27","¦Á¤î","CO",0.21,0.15,0.15,0.14,0.15,0.16,0.2,0.25,0.26,0.21,0.19,0.19,0.17,0.16,0.17,0.2,0.23,0.25,0.44,0.74,0.86,0.8,1.05,1.33
"2018/01/27","¦Á¤î","NOx",8.3,5.1,5.4,5.7,7.5,9.8,14,19,22,18,13,10,7.3,6.9,7.4,10,13,18,28,46,58,46,66,78
"2018/01/27","¦Á¤î","O3",37,38,37,37,36,32,29,26,25,28,33,35,37,38,37,34,30,26,20,7.7,5.1,6.7,3,3.1
"2018/01/27","¦Á¤î","PM10",9,9,10,13,14,13,11,11,15,14,13,14,10,8,5,6,9,9,12,15,19,22,21,21
"2018/01/27","¦Á¤î","SO2",2.3,2.5,2.3,2.4,2.8,2.9,2.8,2.7,3.1,2,1.9,1.6,1.7,1.5,1.5,1.3,1.4,1.5,1.7,2.2,2.7,2.7,3.2,3.8
"2018/01/28","¦Á¤î","CO",1.02,0.75,0.68,0.46,0.38,0.57,0.48,0.42,0.47,0.52,0.55,0.54,0.45,0.41,0.27,0.27,0.25,0.27,0.25,0.24,0.22,0.23,0.2,0.18
"2018/01/28","¦Á¤î","NOx",63,43,36,29,17,30,24,22,24,29,29,30,25,25,15,16,15,16,14,11,9.4,8.8,7.4,5.7
"2018/01/28","¦Á¤î","O3",2.8,2.8,2.7,3.1,6.2,3.3,6.8,13,12,11,13,13,13,14,28,25,27,27,28,30,32,34,37,40
"2018/01/28","¦Á¤î","PM10",21,21,20,20,17,26,45,48,34,20,17,21,20,17,11,7,8,9,8,10,10,9,9,6
"2018/01/28","¦Á¤î","SO2",1.9,1.7,1.6,1.7,1.5,2.7,1.9,2.4,2.1,1.5,1.3,1.2,1,0.9,0.6,0.5,0.2,0.1,0.2,0.1,-0.1,0,-0.1,-0.3
"2018/01/29","¦Á¤î","CO",0.18,0.16,0.16,0.16,0.16,0.19,0.26,0.35,0.4,0.33,0.34,0.37,0.37,0.39,0.41,0.45,0.53,0.59,0.56,0.5,0.47,0.44,0.44,0.44
"2018/01/29","¦Á¤î","NOx",5,3.5,3.7,3.6,4.5,4.9,7.1,12,14,14,17,17,17,17,15,16,19,19,14,12,17,14,10,8.8
"2018/01/29","¦Á¤î","O3",40,39,38,38,38,36,34,32,31,31,29,28,29,28,32,32,31,31,36,39,32,36,39,40
"2018/01/29","¦Á¤î","PM10",6,6,9,12,9,9,7,7,10,11,18,22,18,16,17,18,21,25,28,27,26,29,24,21
"2018/01/29","¦Á¤î","SO2",1.3,0.9,1.1,1.1,0.9,1,1.2,1.2,1.4,1.4,1.3,1.3,1.7,3,1.3,1.2,2.7,2.8,1.2,2.1,4.8,4.3,1.6,2.1
"2018/01/30","¦Á¤î","CO",0.37,0.28,0.25,0.24,0.23,0.25,0.3,0.37,0.45,0.37,0.36,0.34,0.33,0.28,0.27,0.26,0.29,0.38,0.39,0.35,0.33,0.33,0.36,0.34
"2018/01/30","¦Á¤î","NOx",9.1,8.4,8.2,7.3,8.8,12,14,25,33,39,44,37,31,24,23,22,25,30,23,18,16,13,14,12
"2018/01/30","¦Á¤î","O3",39,40,41,42,39,35,34,24,20,18,14,14,18,25,26,27,24,19,24,30,33,37,35,37
"2018/01/30","¦Á¤î","PM10",21,19,15,11,12,12,13,12,13,16,NA,15,14,14,14,15,19,20,20,17,12,11,11,9
"2018/01/30","¦Á¤î","SO2",5,3.4,4.2,3.6,2.7,1.6,1.6,3.9,2,1.9,NA,0.5,0.4,0.9,1.4,0.7,0.6,0.2,0.3,0.2,0.2,0.1,0.1,0
"2018/01/31","¦Á¤î","CO",0.32,0.32,0.3,0.27,0.29,0.28,0.38,0.56,0.68,0.63,0.44,0.36,0.37,0.33,0.35,0.31,0.29,0.37,0.34,0.28,0.25,0.27,0.28,0.34
"2018/01/31","¦Á¤î","NOx",8.9,6.8,9.9,8.4,10,10,22,34,60,61,39,25,28,21,25,17,14,18,12,10,8.7,8.3,7.6,8.2
"2018/01/31","¦Á¤î","O3",41,43,39,41,39,41,28,19,6.9,8,20,29,25,31,26,32,37,33,38,39,40,41,43,43
"2018/01/31","¦Á¤î","PM10",8,10,9,8,11,11,11,13,14,16,15,11,7,11,15,9,5,5,5,4,5,8,8,8
