"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/23","±[­I","O3",28,32,30,30,26,27,26,22,28,27,35,40,51,55,58,56,54,41,35,31,31,31,28,24
"2018/01/23","±[­I","PM10",25,28,36,47,41,36,29,41,51,50,44,33,43,65,66,66,61,77,76,65,51,46,47,48
"2018/01/23","±[­I","SO2",5.7,2.9,2.6,2.9,3.8,2.8,2.3,2.6,3.8,8.3,7.2,7.9,5.3,4.9,3,3.1,2.5,4.9,5.3,4.1,2.7,2.3,2.3,2.1
"2018/01/24","±[­I","CO",0.27,0.46,0.5,0.36,0.28,0.29,0.32,0.38,0.47,0.67,0.55,0.51,0.45,NA,0.38,0.36,0.36,0.39,0.44,0.52,0.49,0.43,0.36,0.35
"2018/01/24","±[­I","NOx",14,13,13,11,9.7,10,11,15,16,29,26,21,14,NA,11,9.9,9.7,17,21,21,20,16,9.6,9.7
"2018/01/24","±[­I","O3",23,21,22,30,31,24,27,27,34,31,37,48,NA,64,68,64,56,43,32,27,23,23,30,32
"2018/01/24","±[­I","PM10",52,47,47,38,35,38,35,43,48,57,65,70,87,NA,96,91,83,78,81,79,66,55,38,30
"2018/01/24","±[­I","SO2",2.2,3,3.3,3.6,2.8,2.6,2.4,2.6,4.2,10,9,6.9,5,NA,3.5,3,3,3.9,4.8,4.9,4.3,3.2,2.3,2.5
"2018/01/25","±[­I","CO",0.35,0.44,0.39,0.29,0.33,0.68,0.52,0.56,0.47,0.43,0.38,0.34,0.29,0.24,0.22,0.22,0.21,0.22,0.23,0.34,0.24,0.21,0.21,0.26
"2018/01/25","±[­I","NOx",9.3,10,11,9.1,10,21,20,18,17,23,22,21,13,11,10,10,9.3,11,12,12,10,9.8,10,12
"2018/01/25","±[­I","O3",32,28,27,26,24,14,16,22,30,30,34,41,52,56,54,50,46,41,35,32,33,31,28,25
"2018/01/25","±[­I","PM10",24,31,32,32,25,38,44,48,41,40,48,53,65,64,65,56,55,57,54,51,43,42,37,42
"2018/01/25","±[­I","SO2",2.1,2.8,2.7,2.2,2.6,5.5,3.5,3.2,5.4,7.9,6.6,5.7,4.3,3.8,3.6,3.6,3,3,3.3,3.9,2.7,2.4,2.5,2.8
"2018/01/26","±[­I","CO",0.4,0.21,0.23,0.32,0.36,0.3,0.22,0.2,0.17,0.17,0.23,0.32,0.28,0.23,0.22,0.22,0.26,0.39,0.38,0.38,0.37,0.43,0.25,0.21
"2018/01/26","±[­I","NOx",17,9.6,7.7,11,13,11,6.7,7.6,8.3,9.3,11,16,14,12,12,12,14,20,18,16,13,15,10,10
"2018/01/26","±[­I","O3",20,29,32,28,26,31,35,35,35,34,33,32,36,37,43,39,34,25,24,23,25,23,27,27
"2018/01/26","±[­I","PM10",46,45,40,44,52,48,33,30,46,70,92,106,119,122,138,145,166,135,99,51,31,24,19,20
"2018/01/26","±[­I","SO2",4.9,2.9,2.6,3.3,4.3,3,2.2,1.6,1.4,1.3,2,4.3,4.1,3.5,3.3,3.2,3.9,5,4.9,4.3,3.1,3.9,2.2,2
