ค้ดม,ด๚ฏธ,ด๚ถต,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/6/29,จFณภ,CO,0.2,0.12,0.13,0.13,0.13,0.17,0.2,0.27,0.24,0.21,0.17,0.12,0.14,0.09,0.09,0.09,0.13,0.17,0.21,0.2,0.21,0.25,0.33,0.27
2018/6/29,จFณภ,NOx,13,11,8.9,10,11,12,15,16,14,13,9.9,9.8,9.8,7.5,6.6,6.2,7,9.2,12,13,12,14,22,17
2018/6/29,จFณภ,O3,10,12,12,8.9,9.6,9,11,15,22,29,32,27,32,24,23,25,26,25,18,15,16,13,11,13
2018/6/29,จFณภ,PM10,19,21,21,19,21,23,21,20,22,27,27,22,21,19,13,16,17,17,20,18,16,20,21,19
2018/6/29,จFณภ,SO2,2.4,1.7,2.3,3,2.6,2.7,2.7,2.6,3,3.3,2.4,2.5,3.2,2,1.8,1.6,1.7,2.1,1.9,2.3,2.4,2.5,2.7,2.6
2018/6/30,จFณภ,CO,0.33,0.26,0.17,0.14,0.16,0.19,0.2,0.23,0.16,0.34,0.27,0.29,0.51,0.31,0.16,0.34,0.2,0.22,0.22,0.4,0.3,0.24,0.22,0.23
2018/6/30,จFณภ,NOx,22,19,12,12,11,16,12,12,8.9,35,36,34,39,15,11,15,14,14,11,21,16,15,13,20
2018/6/30,จFณภ,O3,7.2,8.4,14,15,14,8.6,12,16,24,19,18,23,28,41,43,37,32,32,30,21,23,21,20,18
2018/6/30,จFณภ,PM10,21,26,23,18,15,18,23,20,21,29,29,NA,27,29,32,31,29,27,23,26,32,28,24,23
2018/6/30,จFณภ,SO2,3.3,2,3.3,3.2,2,1.5,1.2,1.2,1.4,15,17,9.7,19,6.7,3.5,5.2,5.3,4.7,1,1.4,1.5,1.6,1.5,1.2
2018/7/1,จFณภ,CO,0.23,0.19,0.12,0.1,0.12,0.15,0.14,0.16,0.18,0.2,0.15,0.15,0.12,0.12,0.12,0.13,0.15,0.15,0.19,0.18,0.16,0.16,0.18,0.16
2018/7/1,จFณภ,NOx,25,10,6.6,5.8,5.6,7,6.8,7.8,9,7.7,5.3,5.6,3.9,3.5,3.7,4.5,6.6,8.5,11,9.9,6.8,9.9,12,9.5
2018/7/1,จFณภ,O3,15,21,23,24,24,22,24,25,28,35,39,39,35,33,32,34,29,26,22,23,26,20,17,17
2018/7/1,จFณภ,PM10,20,19,18,20,23,18,13,17,20,26,29,24,24,20,20,25,25,22,15,12,11,12,12,12
2018/7/1,จFณภ,SO2,0.9,1.4,1.5,1.6,1.3,1.2,1.4,1.5,2,1.8,1.5,2.4,1.8,1.5,1.5,1.7,1.4,1.2,1.3,1.3,1.2,1.5,1.8,1.6
2018/7/2,จFณภ,CO,0.14,0.14,0.14,0.12,0.13,0.13,0.15,0.21,0.32,0.37,0.22,0.2,0.2,0.22,0.17,0.17,0.21,0.27,0.32,0.27,0.25,0.26,0.22,0.19
2018/7/2,จFณภ,NOx,8.8,7,7.9,5.1,5.6,6.9,8.2,11,18,22,16,16,13,13,12,11,12,13,15,14,15,13,9.9,9.8
2018/7/2,จFณภ,O3,16,19,17,20,19,20,21,18,14,10,13,13,20,23,23,25,27,24,18,18,17,17,18,17
2018/7/2,จFณภ,PM10,13,15,19,23,21,18,12,8,10,15,13,11,9,7,9,11,11,10,11,15,18,18,14,17
2018/7/2,จFณภ,SO2,1.9,2.1,2.1,1.7,1.6,1.7,1.8,1.7,1.8,2.2,2.6,2.9,2.7,2.5,2.4,2.4,2.4,2.6,2.7,2.7,2.6,3,3.2,2.8
2018/7/3,จFณภ,CO,0.17,0.14,0.13,0.14,0.14,0.15,0.19,0.26,0.25,0.23,0.2,0.26,0.16,0.14,0.14,0.16,0.22,0.29,0.35,0.32,0.29,0.3,0.2,0.17
2018/7/3,จFณภ,NOx,9.4,7.1,5.8,6,7,7.6,8.7,14,13,15,12,14,7.6,NA,NA,9.8,13,16,18,16,14,15,12,9.6
2018/7/3,จFณภ,O3,17,17,18,19,16,17,18,17,19,18,23,30,37,38,30,32,28,20,16,15,14,13,16,18
2018/7/3,จFณภ,PM10,22,18,15,20,20,18,21,16,11,12,17,18,29,NA,27,29,34,31,24,24,23,21,23,21
2018/7/3,จFณภ,SO2,2.4,1.7,1.6,1.6,1.6,1.3,1.5,1.6,1.6,1.8,2,2.4,2.1,2.4,1.2,1.8,1.7,1.3,1.7,1.9,2.2,2.3,1.8,1.4
2018/7/4,จFณภ,CO,0.16,0.17,0.15,0.15,0.15,0.17,0.24,0.37,0.32,0.26,0.23,0.21,0.19,0.21,0.2,0.2,0.24,0.32,0.51,0.36,0.3,0.3,0.24,0.21
2018/7/4,จFณภ,NOx,11,5.5,6.1,5.8,6.1,7.4,9.8,16,15,15,13,12,9,8.8,11,12,11,13,20,17,12,15,11,7.4
2018/7/4,จFณภ,O3,16,19,18,18,17,13,12,11,11,15,22,21,23,28,24,22,22,18,11,9.4,12,7.5,12,15
2018/7/4,จFณภ,PM10,21,23,18,17,22,21,21,22,21,21,16,11,11,15,18,16,12,14,18,18,18,22,23,23
2018/7/4,จFณภ,SO2,1.4,2,1.7,1.9,1.8,1.9,1.8,2.2,2.4,2.3,2.3,2.2,2,2.1,2,1.9,1.8,1.9,2.4,2.8,3.1,3.1,2.8,2.4
2018/7/5,จFณภ,CO,0.17,0.16,0.15,0.14,0.15,0.17,0.23,0.37,0.31,0.26,0.27,0.34,0.21,0.22,0.26,0.35,0.38,0.48,0.49,0.41,0.32,0.29,0.29,0.19
2018/7/5,จFณภ,NOx,5.7,8.8,8.5,6.8,6.7,8.1,11,15,13,12,15,NA,7.8,11,17,23,20,23,23,18,14,13,11,8.3
2018/7/5,จFณภ,O3,19,11,11,15,14,13,13,13,18,23,18,21,27,23,25,22,22,14,11,12,14,13,13,17
2018/7/5,จFณภ,PM10,22,24,24,19,22,26,23,26,28,27,25,NA,14,13,22,35,33,28,26,27,26,25,26,23
2018/7/5,จFณภ,SO2,2.6,2.5,2,2.3,2.2,2.3,2.2,2.5,2.6,2.3,2.5,2.6,2,2.1,2.9,3.7,3.7,3,2.9,3.5,3.7,3.6,3.5,4.1
2018/7/6,จFณภ,CO,0.19,0.16,0.16,0.15,0.15,0.15,0.24,0.34,0.29,0.24,0.23,0.22,0.18,0.17,0.18,0.18,0.23,0.32,0.45,0.6,0.47,0.47,0.4,0.28
2018/7/6,จFณภ,NOx,6.9,5.9,6.3,6.6,8.5,8.5,12,16,13,14,10,9.3,6.6,6.6,8.5,6.6,8.7,12,19,25,19,21,19,12
2018/7/6,จFณภ,O3,17,18,17,17,12,10,12,14,17,23,34,38,37,29,32,32,28,24,16,10,13,8.8,11,17
2018/7/6,จFณภ,PM10,19,19,19,22,23,21,19,NA,NA,NA,NA,NA,NA,NA,23,23,22,19,15,16,21,21,24,23
2018/7/6,จFณภ,SO2,2.8,2.5,2.7,2.8,2.9,2.2,1.7,2.2,2.6,2.4,2.5,1.9,1.7,1.6,1.8,1.9,1.9,1.8,2.2,2.6,3.9,3.6,3.5,3.2
2018/7/7,จFณภ,CO,0.28,0.15,0.14,0.11,0.11,0.15,0.22,0.35,0.25,0.19,0.17,0.16,0.11,0.09,0.08,0.11,0.08,0.15,0.13,0.26,0.28,0.31,0.28,0.18
2018/7/7,จFณภ,NOx,14,9.9,10,8.8,9.2,11,16,20,14,9.5,8.4,8.2,6.5,6.1,6.4,5.7,6.2,10,10,24,18,19,16,11
2018/7/7,จFณภ,O3,13,18,18,18,16,15,11,14,23,31,36,40,36,34,30,41,33,23,19,12,16,14,13,16
2018/7/7,จFณภ,PM10,24,23,22,21,15,15,20,28,29,29,33,30,25,24,24,22,21,17,10,9,12,15,15,12
2018/7/7,จFณภ,SO2,2.9,2.2,2.1,1.5,1.4,2,2.9,3.5,2.8,1.9,1.5,1.8,1.7,1.3,1,2.1,1.9,0.6,0.4,0.5,0.8,0.9,1.1,1.2
2018/7/8,จFณภ,CO,0.1,0.15,0.12,0.11,0.11,0.15,0.21,0.17,0.16,0.18,0.41,0.52,0.18,0.12,0.11,0.14,0.14,0.18,0.18,0.2,0.24,0.26,0.24,0.16
2018/7/8,จFณภ,NOx,5.8,4.9,7.6,3.3,3,4.9,8.9,6.1,5.1,4.6,24,27,11,5.8,6,6.7,8,9,9.7,7.9,14,14,12,8
2018/7/8,จFณภ,O3,21,18,16,20,20,17,16,22,27,31,25,26,25,28,29,33,33,30,27,26,19,16,16,18
2018/7/8,จFณภ,PM10,11,12,15,16,13,10,11,11,12,11,17,26,22,15,11,10,15,23,21,19,21,20,19,16
2018/7/8,จFณภ,SO2,1.6,1,1.2,1,0.7,0.7,0.7,1,2.2,3.1,14,18,8.1,3.1,2.9,3.2,3.4,3.1,3.2,1.7,1.7,2.1,2.6,1.7
2018/7/9,จFณภ,CO,0.14,0.12,0.1,0.1,0.1,0.1,0.15,0.19,0.14,0.13,0.15,0.15,0.13,0.11,0.1,0.11,0.12,0.16,0.17,0.21,0.22,0.31,0.35,0.38
2018/7/9,จFณภ,NOx,6.6,7.8,8.4,7.8,7.8,8.6,11,13,9.4,7.2,6.5,7.3,6,4.9,5.3,4.9,5,6.3,7.9,9.3,12,19,22,24
2018/7/9,จFณภ,O3,21,17,16,16,15,13,14,15,20,24,31,41,39,38,32,38,42,43,34,22,16,8.9,10,11
2018/7/9,จFณภ,PM10,13,13,11,12,12,11,13,16,20,16,16,17,14,13,16,22,28,29,28,28,29,28,31,36
2018/7/9,จFณภ,SO2,2.2,2.8,2.8,2.5,2.4,2.1,2.6,2.6,2.5,2.1,2.2,2.4,2.8,2.5,2.6,3,2.8,3.3,3,2.7,2.9,3.3,4.3,5.4
2018/7/10,จFณภ,CO,0.34,0.34,0.32,0.24,0.22,0.17,0.31,0.3,0.32,0.26,0.14,0.11,0.1,0.09,0.08,0.09,0.09,0.11,0.12,0.12,0.09,0.08,0.07,0.06
2018/7/10,จFณภ,NOx,19,22,15,12,12,10,22,18,27,19,9.5,5.8,4.7,4.4,5.4,4.8,5.1,5.6,6.5,6.6,4.8,3.5,2.9,2.8
2018/7/10,จFณภ,O3,12,6.7,12,16,16,22,9.6,15,8.6,30,34,24,22,22,25,27,24,22,19,17,17,16,16,16
2018/7/10,จFณภ,PM10,41,44,50,49,44,39,39,41,42,41,33,29,38,34,27,29,29,34,32,31,31,30,30,31
2018/7/10,จFณภ,SO2,4.3,4.6,4.8,4.4,3.5,3,2.5,3.1,3.2,2.7,2,1.3,0.9,0.9,1.2,1,0.9,0.7,0.9,1,0.7,0.5,0.4,0.3
2018/7/11,จFณภ,CO,0.06,-0.01,0,0.01,0.24,0.04,0.07,0.2,0.19,0.15,0.15,0.16,0.14,0.16,NA,0.18,0.15,0.33,0.34,0.21,0.25,0.22,0.14,0.13
2018/7/11,จFณภ,NOx,2.1,0.9,2.6,5.8,9.8,4.9,6.1,11,13,13,13,11,8.8,10,NA,NA,11,16,18,13,14,12,9.9,10
2018/7/11,จFณภ,O3,15,14,13,11,10,14,13,11,11,12,20,31,35,35,NA,32,29,25,20,19,15,15,15,13
2018/7/11,จFณภ,PM10,25,19,20,21,22,18,15,23,28,27,32,40,39,35,NA,46,41,38,37,38,35,29,30,29
2018/7/11,จFณภ,SO2,1.3,1.4,1.5,2.7,5,1.8,2,2.3,2.6,2.6,2.9,2.6,2.3,2.5,NA,2.5,2.4,2.4,2.8,3,2.9,2.8,3.1,3.3
2018/7/12,จFณภ,CO,0.16,0.21,0.21,0.19,0.17,0.23,0.25,0.29,0.33,0.23,0.18,0.22,0.17,0.11,0.1,0.11,0.14,0.16,0.19,0.19,0.21,0.22,0.25,0.25
2018/7/12,จFณภ,NOx,11,14,23,19,15,20,17,17,17,12,8.6,12,7.2,4.9,4.3,5.2,6.9,9.1,10,13,15,14,17,21
2018/7/12,จFณภ,O3,10,7.6,2.5,3.2,4.6,3.9,7.3,10,19,36,40,36,39,37,32,30,26,21,20,16,14,14,11,6.2
2018/7/12,จFณภ,PM10,26,25,24,20,17,19,20,22,28,24,19,23,25,25,23,20,21,25,24,26,32,33,33,32
2018/7/12,จFณภ,SO2,2.1,3.7,3.4,3.4,3.2,3.5,3.5,4.5,6.4,4.3,3.4,3.5,3.2,2.7,2.4,2.7,2.8,3.3,3.1,4.3,4.1,4.1,4,3.7
2018/7/13,จFณภ,CO,0.17,0.1,0.08,0.09,0.09,0.13,0.25,0.28,0.49,0.49,0.55,0.47,0.16,0.14,0.17,0.17,0.19,0.23,0.29,0.27,0.25,0.18,0.19,0.17
2018/7/13,จFณภ,NOx,17,13,8.7,11,14,15,21,25,26,23,24,19,9.1,9.8,6.8,5.7,5.9,7.3,11,12,9.2,7.4,8.3,9.5
2018/7/13,จFณภ,O3,10,14,20,16,12,14,12,13,26,49,57,51,39,39,50,55,51,50,45,44,48,46,38,35
2018/7/13,จFณภ,PM10,29,28,27,25,27,30,38,44,46,46,54,66,50,28,26,29,32,34,35,36,33,31,33,33
2018/7/13,จFณภ,SO2,4.2,4.4,4.5,5,6,6.1,4.8,7.3,6.1,6.4,9,8.2,4.1,3.5,2.1,2,2,1.9,2.5,2.5,2.5,2.6,2.7,3.2
2018/7/14,จFณภ,CO,0.16,0.14,0.28,0.26,0.23,0.23,0.27,0.31,0.26,0.27,0.26,0.28,0.29,0.29,0.32,0.25,0.2,0.26,0.27,0.32,0.29,0.41,0.57,0.44
2018/7/14,จFณภ,NOx,12,8.1,12,15,14,13,11,13,10,10,16,12,8.7,8.6,8.9,8.5,5.4,6.2,13,15,9.5,15,27,19
2018/7/14,จFณภ,O3,33,33,19,11,12,15,17,26,35,48,52,68,77,83,83,69,67,65,59,60,64,45,17,24
2018/7/14,จFณภ,PM10,31,31,35,40,37,33,31,26,NA,NA,39,46,52,55,57,52,44,42,44,49,45,44,42,38
2018/7/14,จFณภ,SO2,3,3.2,3.5,3.2,3.5,3.7,2.9,3.3,3.3,3.4,6.1,5.8,4.2,5,5.3,5.1,3.1,3.1,4.7,5.6,5.9,4.4,3.8,4
2018/7/15,จFณภ,CO,0.37,0.28,0.25,0.23,0.22,0.23,0.21,0.17,0.23,0.26,0.23,0.29,0.27,0.27,0.27,0.28,0.34,0.26,0.19,0.2,0.3,0.49,0.51,0.68
2018/7/15,จFณภ,NOx,17,11,11,12,8.2,9.2,9,4.6,6.7,8.4,5.8,6.8,6.8,5.5,5.4,5.4,8.1,8,11,16,19,22,32,36
2018/7/15,จFณภ,O3,22,25,21,18,22,22,28,42,44,45,53,59,64,70,75,69,70,54,24,16,12,7.3,2.5,2.5
2018/7/15,จFณภ,PM10,36,33,31,34,36,36,39,35,34,36,37,38,45,47,52,57,54,49,34,23,23,27,30,32
2018/7/15,จFณภ,SO2,3.3,2.5,2.4,2.5,2.1,2.5,2.1,1.8,1.8,2.4,1.9,2.8,4,3.1,3.4,3.4,5.3,4.2,4.1,10,6.2,5.4,5.7,6.8
2018/7/16,จFณภ,CO,0.59,0.36,0.4,0.52,0.47,0.39,0.48,0.41,0.34,0.37,0.31,0.42,0.34,0.47,0.16,0.15,0.18,0.22,0.33,0.4,0.37,0.27,0.24,0.27
2018/7/16,จFณภ,NOx,25,17,16,17,13,13,17,18,16,12,8.9,18,15,29,9.1,7.8,9.2,11,14,18,17,16,17,17
2018/7/16,จFณภ,O3,13,21,24,19,20,24,21,18,36,60,72,60,55,34,38,47,49,51,43,37,35,27,22,22
2018/7/16,จFณภ,PM10,37,40,45,61,73,76,77,68,55,61,63,51,43,NA,23,24,30,37,39,47,49,42,38,35
2018/7/16,จFณภ,SO2,6.1,4.3,5.1,6.2,4.5,3.6,3.2,3.6,3.5,4.1,3.6,8.9,7.6,15,1.8,1.9,2,2.1,1.9,2.3,2.6,3.3,3.5,4.1
2018/7/17,จFณภ,CO,0.28,0.35,0.33,0.37,0.32,0.32,0.38,0.53,0.52,0.53,0.47,0.45,0.43,0.37,0.26,0.26,0.28,0.36,0.35,0.41,0.37,0.37,0.28,0.26
2018/7/17,จFณภ,NOx,14,17,18,18,19,18,14,25,16,17,17,15,14,13,12,17,15,20,28,27,19,16,11,11
2018/7/17,จFณภ,O3,26,18,16,12,9.5,18,30,32,61,88,96,104,115,104,79,73,75,64,44,32,29,30,41,38
2018/7/17,จFณภ,PM10,36,38,39,46,55,62,62,63,68,69,79,86,86,84,73,62,57,57,54,53,57,63,56,45
2018/7/17,จFณภ,SO2,5.1,3.7,3.9,4.6,3.9,3.8,3.8,3.4,3.3,3.9,4,3.1,2.9,3.1,2,2.1,3.1,4.3,7.1,7.7,6.2,6.7,3.4,3.4
2018/7/18,จFณภ,CO,0.31,0.2,0.18,0.18,0.21,0.2,0.23,0.27,0.28,0.23,0.22,0.27,0.23,0.22,0.24,0.27,0.24,0.24,0.21,0.27,0.41,0.33,0.28,0.24
2018/7/18,จFณภ,NOx,13,13,12,13,8.7,8.3,10,13,13,12,8.5,12,7.4,5.9,5.9,5.1,5.2,8.2,16,24,19,10,10,12
2018/7/18,จFณภ,O3,35,29,24,21,23,25,25,27,33,43,54,62,72,78,81,81,71,50,24,10,20,47,36,28
2018/7/18,จFณภ,PM10,47,46,47,52,52,46,36,30,31,33,34,40,47,47,44,46,45,36,32,38,44,45,39,27
2018/7/18,จFณภ,SO2,3.7,5.7,6,4.8,2.7,2,1.9,1.9,2,2,2.4,3.2,2,1.5,1.4,3.3,2.2,2,4.6,7.5,5.8,2.9,2.5,2
2018/7/19,จFณภ,CO,0.17,0.15,0.18,0.18,0.17,0.21,0.24,0.26,0.27,0.24,0.27,0.25,0.21,0.14,0.12,0.09,0.12,0.14,0.17,0.14,0.21,0.2,0.24,0.21
2018/7/19,จFณภ,NOx,9.1,10,9.5,9.6,11,10,13,13,12,9.8,10,8,7,4.8,4.5,4.4,5.3,7,7.5,9.3,15,14,12,11
2018/7/19,จFณภ,O3,28,25,26,24,23,22,22,28,37,49,61,72,63,51,39,27,21,17,15,12,7,5.3,8,24
2018/7/19,จFณภ,PM10,20,18,20,24,24,21,21,24,26,32,41,43,41,29,21,17,20,23,22,28,34,32,33,32
2018/7/19,จFณภ,SO2,1.3,2.7,2.6,2.6,2.4,2.3,2.1,2.4,2.7,3.1,4,3.9,3.3,2.7,2.5,2.3,2.1,2.1,2.1,3,4.2,4.3,3.7,2.7
2018/7/20,จFณภ,CO,0.2,0.18,0.16,0.15,0.14,0.14,0.17,0.26,0.27,0.27,0.25,0.22,0.25,0.16,0.12,0.09,0.1,0.13,0.16,0.16,0.17,0.21,0.23,0.25
2018/7/20,จFณภ,NOx,9.2,7.7,7.9,7.3,6.3,7.5,8.3,12,12,11,11,7.6,6.8,4.6,3.3,3.6,4.1,5.3,9,9,9,12,15,19
2018/7/20,จFณภ,O3,27,28,28,28,28,27,28,27,30,36,43,54,54,44,37,23,18,18,16,16,14,9.7,5.3,2.5
2018/7/20,จFณภ,PM10,26,23,21,25,25,29,32,26,27,29,34,40,39,29,24,25,19,16,19,25,25,19,16,20
2018/7/20,จFณภ,SO2,3.2,2.2,2.6,2.8,2.5,2,2,2.2,2.4,2.5,2.5,2.5,4.1,2.8,2.1,1.7,1.6,1.5,1.8,2.2,2.4,2.9,3,3.2
2018/7/21,จFณภ,CO,0.28,0.29,0.25,0.21,0.21,0.21,0.23,0.25,0.27,0.25,0.2,0.2,0.12,0.1,0.09,0.09,0.11,0.14,0.19,0.21,0.21,0.21,0.23,0.21
2018/7/21,จFณภ,NOx,20,18,16,12,12,12,13,14,15,13,12,11,6.9,4.6,4.6,4.6,5.8,7.2,9.7,11,12,14,16,14
2018/7/21,จFณภ,O3,2.9,7.5,11,16,15,17,17,21,27,30,36,34,28,25,26,28,32,24,22,19,15,12,9.2,9.8
2018/7/21,จFณภ,PM10,23,29,36,32,26,26,27,28,36,40,37,37,32,21,15,19,28,27,20,23,23,17,18,19
2018/7/21,จFณภ,SO2,4,2.8,2.6,2.7,2.4,2.2,2.6,3,2.5,2.7,3,2.4,1.6,1.3,1.2,1.6,1.5,1.6,1.7,1.7,2.1,1.6,2.1,1.7
2018/7/22,จFณภ,CO,0.22,0.29,0.3,0.27,0.19,0.2,0.24,0.27,0.27,0.32,0.37,0.38,0.48,0.53,0.35,0.15,0.28,0.46,0.52,0.53,0.41,0.23,0.18,0.18
2018/7/22,จFณภ,NOx,14,17,14,12,6.9,7.5,8.5,9.6,10,14,14,13,17,17,18,7.8,11,24,34,28,19,11,7.3,6.2
2018/7/22,จFณภ,O3,6.6,8.9,14,16,19,18,19,27,31,27,36,49,52,55,41,37,35,27,21,15,16,24,32,36
2018/7/22,จFณภ,PM10,21,23,28,30,26,16,15,22,24,27,33,40,49,54,51,43,32,24,21,21,20,18,14,13
2018/7/22,จFณภ,SO2,2.7,2.8,3,2.7,1.6,1.4,1.5,1.7,1.9,3.6,4.8,3.7,8.6,9.7,8.9,4,2.8,2.3,1.9,3.5,2.7,1.9,1.7,1.6
2018/7/23,จFณภ,CO,0.17,0.12,0.1,0.1,0.1,0.13,0.21,0.42,0.36,0.32,0.26,0.18,NA,0.2,0.23,0.13,0.14,0.19,0.26,0.36,0.38,0.31,0.25,0.24
2018/7/23,จFณภ,NOx,6,3.2,2.7,2.2,3.5,8.8,9.9,18,17,14,11,8.3,NA,NA,10,6.6,7.6,9.6,11,17,22,13,10,11
2018/7/23,จFณภ,O3,33,23,26,24,25,21,28,29,40,47,52,44,NA,45,41,37,30,22,17,9.7,5.3,11,13,11
2018/7/23,จFณภ,PM10,15,14,13,15,17,18,23,31,36,42,45,44,NA,32,29,24,22,28,28,21,24,27,27,27
2018/7/23,จFณภ,SO2,1.4,1.3,1.3,1.2,1.2,1.3,1.6,2.2,2.7,2.8,2.7,2.8,NA,2.4,2.2,2.8,2.9,3,2.9,3.2,3.6,2.6,3.3,3.2
2018/7/24,จFณภ,CO,0.25,0.24,0.21,0.2,0.18,0.19,0.25,0.29,0.28,0.24,0.22,0.19,0.19,0.17,0.35,0.29,0.35,0.39,0.35,0.31,0.29,0.35,0.27,0.21
2018/7/24,จFณภ,NOx,12,14,10,11,13,12,12,12,11,12,12,7.2,9.1,8.3,21,20,21,20,16,14,13,16,15,10
2018/7/24,จFณภ,O3,11,12,13,10,8.5,11,13,18,24,26,32,40,37,33,23,16,8.8,10,16,16,14,12,12,17
2018/7/24,จFณภ,PM10,25,26,28,29,32,33,30,30,32,38,44,43,45,43,39,43,39,32,26,20,16,12,12,9
2018/7/24,จFณภ,SO2,2.9,2.5,2.4,2.5,2.7,1.8,1.4,1.5,1.9,2.4,2,1.2,1.1,2.9,9.6,7.4,8.3,5.1,1.3,1.6,1.7,2.1,2.4,2.4
2018/7/25,จFณภ,CO,0.23,0.24,0.25,0.18,0.13,0.16,0.22,0.3,0.2,0.3,0.48,0.3,0.18,0.12,0.14,0.16,0.18,0.2,0.3,0.37,0.41,0.43,0.44,0.36
2018/7/25,จFณภ,NOx,9.8,14,15,14,7.4,7.8,11,21,16,20,27,19,14,9,9.3,9.4,7.7,10,21,20,20,20,20,18
2018/7/25,จFณภ,O3,14,9.9,7.6,9.3,15,14,13,12,20,21,25,32,33,33,37,45,46,40,26,25,20,21,19,17
2018/7/25,จFณภ,PM10,NA,NA,17,19,15,16,17,19,24,29,37,44,41,35,32,35,39,39,39,38,39,40,41,42
2018/7/25,จFณภ,SO2,1.4,1.5,1.3,1.2,0.8,0.6,0.6,2.1,2.8,3.4,7.8,6.1,4,2.1,3.2,3,2.1,2.4,5.1,3.9,2.7,3,3.4,3.6
2018/7/26,จFณภ,CO,0.35,0.28,0.25,0.22,0.2,0.25,0.24,0.3,0.35,0.25,0.17,0.17,0.15,0.15,NA,0.13,0.15,0.36,0.31,0.26,0.18,0.21,0.27,0.29
2018/7/26,จFณภ,NOx,20,17,17,11,10,16,13,13,16,28,12,11,10,8.2,NA,NA,11,19,17,16,8.7,11,18,22
2018/7/26,จFณภ,O3,12,14,14,21,20,10,18,20,21,17,32,36,NA,NA,19,19,16,10,7.4,8.2,13,11,4,2.8
2018/7/26,จFณภ,PM10,39,35,36,36,35,35,35,37,42,51,53,47,39,NA,69,52,32,32,34,36,33,26,27,31
2018/7/26,จFณภ,SO2,3.8,3.6,2.9,3,2.7,2.5,2.5,3.7,4.3,8.3,3.7,2.9,3,2.1,NA,2,3.6,6.2,6.5,5.3,3.2,3,4.2,4.6
2018/7/27,จFณภ,CO,0.29,0.21,0.21,0.28,0.29,0.29,0.38,0.28,0.3,0.21,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.18,0.22,0.24,0.24,0.27,0.26,0.23
2018/7/27,จFณภ,NOx,19,12,8.9,17,19,16,19,14,13,11,9.4,8,6.1,6.1,8.1,7.2,4.6,7.2,8.6,18,8.7,11,10,7.5
2018/7/27,จFณภ,O3,2.2,5.8,7.9,2,3.4,6.5,7.6,13,16,20,22,23,25,22,21,22,25,21,22,10,19,25,27,26
2018/7/27,จFณภ,PM10,33,36,37,36,40,46,48,43,37,37,34,22,18,19,17,18,22,23,19,21,23,16,10,9
2018/7/27,จFณภ,SO2,5.2,2.8,2.7,4.1,3.8,3.2,3.7,3.8,4.7,3.8,3.4,3.5,2.4,2.6,3.2,2.3,1.9,2.1,2.1,4.7,2.1,1.5,1.6,1.6
2018/7/28,จFณภ,CO,0.24,0.17,0.17,0.21,0.17,0.18,0.2,0.28,0.37,0.27,0.19,0.14,0.13,0.12,0.11,0.12,0.12,0.14,0.16,0.17,0.12,0.13,0.12,0.11
2018/7/28,จFณภ,NOx,8.2,8.9,9.3,9.8,8.6,10,10,18,22,15,9.1,8.9,7.3,7.1,6.9,6.9,8.1,9.2,10,14,9.7,9.5,6.3,6.7
2018/7/28,จFณภ,O3,24,23,22,20,18,14,17,17,18,26,31,37,42,42,39,41,35,28,25,21,23,23,28,23
2018/7/28,จFณภ,PM10,10,10,14,17,18,18,18,17,13,21,27,22,22,20,22,24,21,24,26,29,29,22,20,22
2018/7/28,จFณภ,SO2,1.7,1.6,1.8,1.5,1.7,1.7,1.8,3.3,7.5,5,3.8,3.1,3.2,2.8,2.8,3.3,3.3,3.1,2.7,4.6,8.7,4.4,1.9,2.8
2018/7/29,จFณภ,CO,0.21,0.27,0.14,0.14,0.13,0.14,0.19,0.19,0.15,0.27,0.49,0.37,0.36,0.24,0.15,0.16,0.2,0.35,0.15,0.16,0.16,0.14,0.15,0.17
2018/7/29,จFณภ,NOx,11,13,6.7,6.8,5.9,6.2,7.6,8.7,6.6,14,34,18,13,9.1,6.8,6.1,8.1,22,6,7.7,7,7,8.5,11
2018/7/29,จFณภ,O3,22,18,18,18,20,20,19,21,25,28,23,39,37,33,34,36,34,20,30,23,22,23,22,18
2018/7/29,จFณภ,PM10,20,15,15,17,17,17,18,19,17,17,21,29,32,24,18,18,18,21,24,19,16,15,17,22
2018/7/29,จFณภ,SO2,3.5,3.6,1.7,1.7,1.5,1.4,1.6,2.3,2.6,7.1,19,11,7.4,5.2,3.7,3.3,4.7,12,1.7,2.8,2.2,2.6,3.7,2.6
2018/7/30,จFณภ,CO,0.15,0.13,0.11,0.1,0.1,0.13,0.19,0.27,0.22,0.22,0.18,0.18,0.16,0.14,0.13,0.12,0.13,0.17,0.18,0.22,0.19,0.24,0.23,0.16
2018/7/30,จFณภ,NOx,8.9,8.8,7.2,5.9,5.5,7.1,11,15,10,9.1,8,8.3,8.1,7.7,7.7,6.4,5.7,7.2,7.9,9.9,9.3,12,11,7.6
2018/7/30,จFณภ,O3,20,22,21,23,20,18,15,17,26,36,46,54,51,44,37,35,36,31,29,25,24,18,17,19
2018/7/30,จFณภ,PM10,21,19,21,24,25,24,27,29,29,27,28,34,36,31,26,23,23,27,27,27,26,23,26,26
