"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/18","¤¯ªZ","O3",7,9.7,7.3,6.8,4.6,3.2,3.8,4.7,10,18,31,49,62,61,65,67,57,54,25,11,13,14,13,12
"2018/01/18","¤¯ªZ","PM10",104,103,115,136,156,153,146,145,155,171,173,167,162,153,142,137,127,129,130,143,137,125,111,112
"2018/01/18","¤¯ªZ","SO2",3.6,2.8,2.8,2.9,2.9,3,3.4,4.5,5.1,6.3,4.6,4.9,4.6,3.5,3,3.2,3.2,3.4,3.4,3.7,3.3,3.1,3.1,3.1
"2018/01/19","¤¯ªZ","CO",0.53,0.51,0.51,0.53,0.53,0.55,0.64,0.84,0.77,0.63,0.65,0.79,0.71,0.52,0.51,0.51,0.54,0.82,0.89,0.74,0.78,0.88,0.9,0.86
"2018/01/19","¤¯ªZ","NOx",23,23,21,22,24,26,34,43,47,43,41,34,23,19,19,19,21,43,44,41,41,44,54,46
"2018/01/19","¤¯ªZ","O3",11,9,8.7,6.8,5.1,4,3.7,4.1,5.6,10,22,51,81,69,78,76,60,22,13,9.3,7.1,4,3.6,3.6
"2018/01/19","¤¯ªZ","PM10",108,107,104,99,96,94,103,109,116,119,120,137,147,133,106,86,89,80,87,85,102,102,100,100
"2018/01/19","¤¯ªZ","SO2",3.4,3.6,3.5,3.6,3.6,3.3,3.4,3.4,3.3,3.3,3.7,5.4,5.7,3.8,3.8,3.4,3.3,3.2,3.2,3.4,3.6,3.6,3.8,3.8
"2018/01/20","¤¯ªZ","CO",0.9,0.94,0.68,0.51,0.45,0.46,0.49,0.67,0.63,0.59,0.55,0.54,0.52,0.42,0.36,0.39,0.43,0.47,0.5,0.61,0.79,0.75,0.67,0.65
"2018/01/20","¤¯ªZ","NOx",45,52,39,26,20,22,28,40,43,27,20,22,15,10,8.8,8.8,11,13,14,24,33,30,26,21
"2018/01/20","¤¯ªZ","O3",3.6,3.6,3.6,5.3,9.3,7.3,5.9,5.3,10,27,43,52,68,69,69,78,79,69,63,43,25,23,24,24
"2018/01/20","¤¯ªZ","PM10",99,111,105,101,96,96,101,115,118,127,108,113,100,103,98,96,94,87,99,111,124,125,132,137
"2018/01/20","¤¯ªZ","SO2",3.9,3.8,3.3,2.6,2.4,2.2,2.3,2.8,4.2,3.6,3.2,3.5,3.2,2.5,2.4,2.6,3,2.6,2.5,2.8,3.2,2.7,2.7,2.9
"2018/01/21","¤¯ªZ","CO",0.63,0.64,0.68,0.72,0.67,0.65,0.69,0.7,0.75,0.77,0.78,0.7,0.75,0.77,0.65,0.57,0.52,0.55,0.63,0.67,0.64,0.59,0.53,0.48
"2018/01/21","¤¯ªZ","NOx",18,16,15,16,15,15,16,19,22,29,35,24,21,20,15,13,13,16,22,22,25,23,20,16
"2018/01/21","¤¯ªZ","O3",20,18,16,13,12,12,12,12,12,15,26,49,46,55,69,71,67,64,49,43,35,29,28,27
"2018/01/21","¤¯ªZ","PM10",140,139,139,144,152,165,170,166,167,169,168,148,145,148,158,147,135,119,109,105,109,110,109,98
"2018/01/21","¤¯ªZ","SO2",2.5,2.5,2.3,1.9,1.8,1.7,1.8,1.9,1.9,2.9,6.3,4.8,2.8,3,3,2.8,3,3.2,3,2.9,2.6,2.7,2.8,2.7
"2018/01/22","¤¯ªZ","CO",0.44,0.42,0.45,0.47,0.45,0.47,0.52,0.81,0.65,0.5,0.4,0.35,0.44,0.4,NA,NA,NA,0.61,0.61,0.62,0.69,0.75,0.74,0.84
"2018/01/22","¤¯ªZ","NOx",14,12,11,14,11,12,25,38,31,31,27,21,19,16,NA,NA,30,34,28,25,24,25,22,25
"2018/01/22","¤¯ªZ","O3",25,21,21,17,19,17,9.8,7.6,13,18,24,31,47,NA,NA,NA,41,33,34,36,36,37,36,27
"2018/01/22","¤¯ªZ","PM10",84,80,80,84,92,100,103,88,82,69,60,52,54,NA,NA,81,94,108,111,104,100,98,104,100
"2018/01/22","¤¯ªZ","SO2",2.3,2,1.9,3.2,2.1,1.6,2.7,1.9,2.7,2.8,3.2,2.2,2.5,2.7,NA,NA,3.1,3,2.5,2.4,2.4,2.8,3.1,3.6
"2018/01/23","¤¯ªZ","CO",0.83,0.79,0.79,0.76,0.68,0.65,0.68,0.92,0.9,0.83,0.81,0.73,0.59,0.52,0.5,0.38,0.36,0.39,0.58,0.46,0.44,0.47,0.47,0.49
"2018/01/23","¤¯ªZ","NOx",26,22,24,21,20,24,34,45,NA,47,NA,23,16,15,17,16,18,20,35,23,23,28,26,27
"2018/01/23","¤¯ªZ","O3",20,19,14,14,15,11,6.5,6.9,13,20,43,63,78,78,79,69,61,53,30,38,31,22,19,13
"2018/01/23","¤¯ªZ","PM10",92,83,78,74,65,53,48,49,68,86,106,108,105,90,74,64,76,78,98,104,124,116,115,114
"2018/01/23","¤¯ªZ","SO2",3.6,3.9,3.5,3.1,3,3.1,3.4,3.5,3.5,4.3,3.7,4,3.8,3.8,3.6,3.1,3.1,2.9,3,2.5,2.4,2.3,2.7,2.9
"2018/01/24","¤¯ªZ","CO",0.5,0.45,0.42,0.39,0.4,0.44,0.53,0.81,0.96,0.94,0.77,0.59,0.54,0.48,0.49,0.49,0.52,0.66,0.63,0.6,0.56,0.55,0.57,0.57
"2018/01/24","¤¯ªZ","NOx",26,22,22,21,22,29,41,61,69,69,51,38,28,19,18,20,25,32,29,29,27,24,27,27
"2018/01/24","¤¯ªZ","O3",12,13,11,10,7.7,3.7,4.1,5.3,9.2,18,28,45,62,78,83,79,68,53,49,39,33,29,21,17
"2018/01/24","¤¯ªZ","PM10",114,103,90,85,85,93,92,101,107,130,140,140,122,104,97,98,113,128,144,145,137,131,134,129
"2018/01/24","¤¯ªZ","SO2",2.9,2.9,3,2.6,2.4,2.5,2.5,3.1,4.1,4.5,3.6,3.6,3.1,2.8,3,2.5,2.3,2.6,2.5,2.1,2,2.2,2.3,2.8
"2018/01/25","¤¯ªZ","CO",0.58,0.56,0.55,0.53,0.56,0.58,0.62,0.79,0.77,0.7,0.65,0.58,0.63,0.5,0.48,0.38,0.44,0.52,0.48,0.51,0.5,0.57,0.56,0.56
"2018/01/25","¤¯ªZ","NOx",28,26,22,22,23,27,35,46,49,45,39,36,32,22,21,17,29,28,25,28,30,34,27,25
"2018/01/25","¤¯ªZ","O3",12,9.1,11,9.2,7.9,4.7,4.6,5.6,9.7,17,26,33,43,61,66,66,50,46,37,26,18,11,13,11
"2018/01/25","¤¯ªZ","PM10",119,108,95,78,66,73,77,72,71,85,97,99,94,93,87,88,97,105,103,99,92,81,75,78
"2018/01/25","¤¯ªZ","SO2",3.3,3.2,2.9,2.5,2.5,2.4,2.6,2.9,3,3,3.1,3.1,3.5,3,2.9,3.3,3.3,2.8,2.4,2.2,2.3,2.3,2.1,1.8
"2018/01/26","¤¯ªZ","CO",0.51,0.39,0.37,0.33,0.31,0.31,0.35,0.46,0.41,0.33,0.33,0.34,0.35,0.34,0.31,0.33,0.36,0.39,0.43,0.41,0.41,0.39,0.32,0.32
"2018/01/26","¤¯ªZ","NOx",24,21,24,18,17,15,19,27,27,24,22,23,22,18,17,21,25,23,25,23,22,22,19,20
"2018/01/26","¤¯ªZ","O3",10,9.7,7.1,10,11,13,9.6,9.6,14,20,28,34,43,52,59,58,42,36,25,22,18,15,16,13
"2018/01/26","¤¯ªZ","PM10",88,78,66,55,52,52,61,65,80,68,63,55,60,68,73,89,124,169,190,173,134,98,73,54
"2018/01/26","¤¯ªZ","SO2",2,2.9,3.5,2.7,2.7,2.2,2.7,3.1,2.9,2.4,2.4,2.4,2.5,2.4,2.1,2.5,2.6,2.3,2.3,2.5,2.7,2.6,2.5,2.4
"2018/01/27","¤¯ªZ","CO",0.32,0.35,0.34,0.35,0.36,0.36,0.39,0.48,0.53,0.5,0.47,0.49,0.44,0.37,0.37,0.29,0.32,0.43,0.51,0.51,0.56,0.58,0.6,0.55
"2018/01/27","¤¯ªZ","NOx",20,20,20,20,22,23,26,32,44,44,34,26,21,17,25,14,16,23,29,27,29,29,32,26
"2018/01/27","¤¯ªZ","O3",12,11,11,9.7,8.3,6.3,5.9,7.2,9,14,24,42,56,61,46,53,50,41,29,28,23,18,12,14
"2018/01/27","¤¯ªZ","PM10",46,40,41,40,40,29,26,29,43,57,70,79,81,75,68,60,55,56,67,79,90,91,96,87
"2018/01/27","¤¯ªZ","SO2",2.6,2.5,2.4,2.5,2.4,2.2,2,2.2,3.2,3.8,3.2,2.8,3.2,3.5,6,2.7,2.7,2.5,2.6,2.6,2.7,2.5,2.4,2.3
"2018/01/28","¤¯ªZ","CO",0.51,0.36,0.34,0.33,0.37,0.42,0.45,0.37,0.36,0.39,0.4,0.41,0.41,0.37,0.37,0.39,0.46,0.47,0.49,0.46,0.38,0.39,0.39,0.38
"2018/01/28","¤¯ªZ","NOx",22,16,17,20,19,20,19,20,17,26,30,14,12,12,11,12,17,18,21,22,22,24,22,21
"2018/01/28","¤¯ªZ","O3",13,14,14,12,9.3,7.3,8.3,12,18,21,24,46,61,70,68,63,45,39,21,14,11,8,7.5,7.1
"2018/01/28","¤¯ªZ","PM10",79,68,65,70,66,71,72,87,92,94,88,84,75,70,63,65,73,79,81,71,66,56,48,39
"2018/01/28","¤¯ªZ","SO2",2.7,2.7,3.4,4.8,3.7,2.7,2.2,3.7,4.2,7.7,9.9,2.9,3.3,3.3,2.5,2.6,2.5,2.5,3.2,2.7,2.6,2.1,1.9,1.9
"2018/01/29","¤¯ªZ","CO",0.33,0.32,0.31,0.28,0.26,0.24,0.27,0.37,0.38,0.34,0.36,0.41,0.48,0.47,0.39,0.39,0.49,0.59,0.63,0.55,0.59,0.6,0.57,0.57
"2018/01/29","¤¯ªZ","NOx",20,16,15,13,11,12,12,19,34,36,32,30,38,34,24,23,33,39,47,33,31,28,27,24
