"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/24","´I¶Q¨¤","NOx",1.4,2,1.8,1.8,2,2.6,2,2.3,1.8,1.6,1.7,1.3,1.6,1.4,1.4,1.5,1.2,1.4,1.5,1.3,1.3,1.3,1.3,2.2
"2018/01/24","´I¶Q¨¤","O3",56,55,55,53,51,51,52,52,53,53,53,53,52,51,51,50,50,49,49,49,49,49,49,47
"2018/01/24","´I¶Q¨¤","PM10",60,63,57,67,76,74,77,74,69,70,NA,NA,55,58,58,60,60,52,58,68,58,49,51,48
"2018/01/24","´I¶Q¨¤","SO2",0.1,0.5,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.2,0.2,0.1,-0.3,-0.4,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.4
"2018/01/25","´I¶Q¨¤","CO",0.21,0.22,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,NA,NA,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.16
"2018/01/25","´I¶Q¨¤","NOx",1.1,1.1,1.2,0.9,0.9,0.8,1,0.9,1.2,1,1,NA,NA,1.7,NA,2.1,1.7,1.3,1.3,1,0.7,0.8,0.7,1.2
"2018/01/25","´I¶Q¨¤","O3",48,48,48,48,49,48,48,48,47,47,47,NA,NA,NA,44,44,44,45,44,45,45,44,44,43
"2018/01/25","´I¶Q¨¤","PM10",37,34,35,39,46,42,43,44,46,40,50,44,36,59,49,45,41,60,61,41,22,17,26,26
"2018/01/25","´I¶Q¨¤","SO2",0.2,0,0.1,0,0,0,0,0,0.1,0.1,-0.3,NA,NA,NA,0.8,1.2,1.1,1,1,1,0.9,1,0.9,1
"2018/01/26","´I¶Q¨¤","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.13,0.14,0.13,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13
