"дщ┤┴","┤·п╕","┤·╢╡","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/06/29","оч╢щ","CO",0.36,0.21,0.25,0.15,0.15,0.16,0.2,0.28,0.31,0.25,0.19,0.21,0.2,0.15,0.4,0.39,0.44,0.66,0.72,0.91,0.66,0.8,0.79,0.47
"2018/06/29","оч╢щ","NOx",22,11,16,13,13,13,14,13,13,13,15,11,8.8,8.8,22,27,31,31,36,39,25,40,42,21
"2018/06/29","оч╢щ","O3",11,17,13,14,11,11,12,18,22,30,34,51,50,36,34,29,28,32,23,15,17,4.6,2.9,12
"2018/06/29","оч╢щ","PM10",43,46,35,32,24,25,31,32,30,28,35,42,40,37,39,37,43,41,42,42,38,46,37,31
"2018/06/29","оч╢щ","SO2",8.3,3.7,5.1,4.5,4.7,4.2,4,3.6,4,3.8,4.7,4.4,4,3.5,5.5,6,13,9.2,14,13,8.7,14,13,8.9
"2018/06/30","оч╢щ","CO",0.36,0.15,0.28,0.25,0.18,0.21,0.27,0.3,0.31,0.33,0.23,0.19,0.18,0.15,0.19,0.32,0.37,0.49,0.56,0.54,0.54,0.36,0.2,0.18
"2018/06/30","оч╢щ","NOx",17,14,21,19,13,14,13,13,17,16,11,12,8.5,8.2,12,17,17,18,22,21,21,14,8.9,9.2
"2018/06/30","оч╢щ","O3",9.5,11,6,8.3,12,11,12,16,15,20,32,39,51,48,37,32,46,49,39,31,26,27,29,26
"2018/06/30","оч╢щ","PM10",26,30,32,29,25,32,33,43,39,35,29,27,36,39,44,48,50,49,50,48,50,42,36,31
"2018/06/30","оч╢щ","SO2",8,6.7,5.7,5.3,4.4,3.3,3,4.6,4.6,4.5,3.4,3.5,2.9,2.5,2.4,6.6,7.8,3.7,9.2,12,5.1,4.6,2.3,2.4
"2018/07/01","оч╢щ","CO",0.16,0.25,0.15,0.12,0.15,0.17,0.23,0.25,0.23,0.19,0.15,0.15,0.15,0.15,0.12,0.11,0.11,0.14,0.14,0.14,0.2,0.21,0.2,0.14
"2018/07/01","оч╢щ","NOx",9.2,18,11,8.9,11,14,15,13,16,16,13,8.4,7.8,8.7,7.1,5.2,6.2,8.4,7.3,7.3,10,12,11,8.3
"2018/07/01","оч╢щ","O3",25,20,22,20,16,15,15,20,22,28,37,40,41,44,34,35,34,32,28,26,22,19,19,23
"2018/07/01","оч╢щ","PM10",24,19,14,14,17,23,23,27,23,25,25,30,33,31,32,32,38,40,40,42,41,41,34,27
"2018/07/01","оч╢щ","SO2",3.3,6.4,4.5,3.1,3.9,2.4,1.8,2.5,3.1,2.6,0.8,0.5,0.7,1.2,0.3,0.4,0.7,1.2,0.5,0.4,0.4,0.3,0.3,1.2
"2018/07/02","оч╢щ","CO",0.12,0.1,0.1,0.09,0.1,0.12,0.19,0.29,0.38,0.33,0.23,0.2,0.2,NA,0.19,0.2,0.22,0.29,0.3,0.25,0.22,0.19,0.15,0.12
"2018/07/02","оч╢щ","NOx",9.1,7.1,7.9,5.7,8.1,9.6,12,16,19,18,13,11,12,NA,8.7,10,11,13,12,10,9,8.6,5.8,4.1
"2018/07/02","оч╢щ","O3",22,25,25,26,24,21,18,17,17,23,35,41,36,31,37,35,32,NA,24,22,22,24,25,27
"2018/07/02","оч╢щ","PM10",25,20,17,17,18,25,17,16,13,20,NA,20,23,NA,8,9,14,19,22,19,21,28,42,42
"2018/07/02","оч╢щ","SO2",4.4,4.7,4.6,4.2,4.7,4.9,4.7,4.7,5.2,5.1,4,3.9,4.5,NA,0.5,0.5,0.7,0.5,0.8,1.1,1.6,1.9,1.9,1.9
"2018/07/03","оч╢щ","CO",0.12,0.07,0.07,0.08,0.06,0.07,0.1,0.18,0.22,0.16,0.13,0.13,0.13,0.11,0.14,0.15,0.19,0.25,0.25,0.21,0.19,0.2,0.16,0.13
"2018/07/03","оч╢щ","NOx",5,5.3,5.7,7.5,5.5,4.2,5.1,8.4,10,9.8,7.8,7.6,7.3,6.6,7.2,7.2,11,12,11,9.8,10,10,8.7,9.4
"2018/07/03","оч╢щ","O3",26,24,22,20,23,27,27,25,26,30,31,31,30,31,35,35,30,30,24,19,17,16,17,16
"2018/07/03","оч╢щ","PM10",33,18,16,23,28,28,26,26,31,27,38,37,45,32,30,45,32,35,33,31,25,17,25,23
"2018/07/03","оч╢щ","SO2",1.1,2.5,2.7,3,2.7,2.4,2.4,2.5,2.5,2.6,2.7,2.6,2.7,2.6,2.8,3.1,3,2.8,3.1,2.8,3.3,3.4,3.2,3.5
"2018/07/04","оч╢щ","CO",0.1,0.1,0.1,0.09,0.09,0.1,0.13,0.19,0.24,0.19,0.15,0.16,0.15,0.14,0.14,0.15,0.18,0.22,0.28,0.27,0.26,0.27,0.2,0.17
"2018/07/04","оч╢щ","NOx",6.9,5.5,3.9,4,3.3,4.1,5.6,7.7,9.4,9.4,7.1,6.3,7,6.7,7.4,7.7,8.9,8.1,11,11,12,12,11,8.3
"2018/07/04","оч╢щ","O3",17,20,22,23,24,24,22,21,21,23,25,26,27,27,27,27,24,22,18,17,15,15,15,16
"2018/07/04","оч╢щ","PM10",27,21,20,24,31,32,26,26,33,38,34,31,28,23,23,28,32,24,15,14,14,15,12,10
"2018/07/04","оч╢щ","SO2",2.9,2.6,2.3,2.6,2.3,2,2.2,2.1,2.1,2.2,2.2,2.2,2.2,2.2,1.9,2.1,2.1,2.2,2,2.3,3,3.4,3.4,3.2
"2018/07/05","оч╢щ","CO",0.16,0.13,0.11,0.11,0.11,0.13,0.16,0.24,0.29,0.23,0.24,0.25,0.2,0.19,0.19,0.17,0.25,0.38,0.4,0.38,0.38,0.37,0.35,0.24
"2018/07/05","оч╢щ","NOx",9.5,9,7.5,6.3,7,8,9.2,12,14,14,14,14,12,11,12,11,18,19,18,18,18,18,19,16
"2018/07/05","оч╢щ","O3",15,15,18,20,20,20,20,18,18,18,20,22,21,22,22,21,14,13,12,11,9.2,8.5,7.7,9.5
"2018/07/05","оч╢щ","PM10",11,8,14,15,24,23,24,26,28,35,39,42,31,22,18,22,26,27,28,27,26,23,25,30
"2018/07/05","оч╢щ","SO2",3,3.5,3.4,3.4,3.4,3.5,3.2,3.1,3.4,4.3,3.8,3.9,3.4,3.4,3.3,2.9,3.3,3.7,4,3.7,4.1,5,5,5.5
"2018/07/06","оч╢щ","CO",0.18,0.12,0.12,0.12,0.12,0.14,0.27,0.3,0.27,0.21,0.19,0.19,NA,0.2,0.21,0.22,0.25,0.32,0.35,0.39,0.75,0.99,0.77,0.52
"2018/07/06","оч╢щ","NOx",12,7.9,5.9,7.5,7,7.4,17,16,12,8.8,9.3,9,NA,8.7,8.4,10,14,15,18,22,32,42,33,26
"2018/07/06","оч╢щ","O3",12,13,13,9.8,11,12,8.8,12,20,28,36,NA,38,57,52,39,35,36,25,16,8.3,3,4,6.3
"2018/07/06","оч╢щ","PM10",36,28,23,22,24,25,17,14,15,21,33,NA,31,37,33,43,38,43,38,32,28,25,35,40
"2018/07/06","оч╢щ","SO2",4.7,2.3,1.2,1.1,0.6,0.9,1.9,1.8,1.5,1.1,1,0.5,NA,0.9,1.9,1.4,1.2,1.7,2.4,3.8,6.5,7.3,7,4.5
"2018/07/07","оч╢щ","CO",0.34,0.32,0.26,0.18,0.26,0.42,0.34,0.59,0.39,0.22,0.16,0.24,0.24,0.25,0.4,0.26,0.33,0.41,0.44,0.47,0.55,0.51,0.59,0.72
"2018/07/07","оч╢щ","NOx",24,26,17,10,16,33,24,38,21,7.6,5.5,9.2,8.3,11,23,16,17,24,23,23,26,27,35,39
"2018/07/07","оч╢щ","O3",5.7,3.2,3.6,6.3,6.6,2.4,4.3,11,34,44,45,46,55,35,21,24,22,17,14,8.5,7,3.2,1.8,1.8
"2018/07/07","оч╢щ","PM10",43,40,26,15,13,27,34,40,50,57,47,39,41,44,34,NA,26,31,31,28,24,32,35,44
"2018/07/07","оч╢щ","SO2",5.7,6.2,3.6,2.9,4.3,10,5.8,27,20,3,1.6,3.4,3.3,2.7,6.9,4.1,4.9,9.1,4.8,4.7,6.9,12,9.6,37
"2018/07/08","оч╢щ","CO",0.85,0.71,0.71,0.55,0.49,0.5,0.49,0.44,0.35,0.49,0.32,0.21,0.18,0.17,0.16,0.17,0.18,0.2,0.19,0.26,0.32,0.38,0.38,0.32
"2018/07/08","оч╢щ","NOx",42,40,40,37,31,30,27,19,12,12,10,11,10,8.7,8,8.7,8.6,9.9,10,16,16,17,17,16
"2018/07/08","оч╢щ","O3",1.8,1.7,1.5,1.5,1.4,2.5,7.4,17,30,33,44,49,56,59,53,48,43,37,32,24,18,8.4,6.5,6
"2018/07/08","оч╢щ","PM10",51,51,51,49,44,39,36,38,39,30,22,20,26,38,36,30,24,22,19,22,21,22,21,28
"2018/07/08","оч╢щ","SO2",35,30,21,21,9,18,26,16,4.2,4.4,3.1,4.6,4.5,4.3,3.9,3.6,2.9,2.5,2.5,2.9,7,8.4,13,10
"2018/07/09","оч╢щ","CO",0.3,0.34,0.44,0.35,0.35,0.48,0.56,0.61,0.56,0.5,0.29,0.24,0.25,0.21,0.21,0.22,0.25,0.34,0.34,0.32,0.29,0.26,0.24,0.2
"2018/07/09","оч╢щ","NOx",17,20,30,24,23,31,32,27,22,21,14,12,11,11,12,12,12,15,14,13,13,12,9.9,10
"2018/07/09","оч╢щ","O3",4.6,4.4,1.7,2.7,3.5,2.4,4,9.3,19,29,24,23,24,24,22,20,17,13,11,8.1,7.7,7.5,9.1,8.8
"2018/07/09","оч╢щ","PM10",33,35,33,42,42,44,44,49,44,38,28,28,25,31,32,33,33,31,31,23,16,13,10,14
"2018/07/09","оч╢щ","SO2",9.9,6.3,12,8.9,7.6,15,28,9.4,5.5,4.5,3.7,3.6,3.5,3.6,3.2,3.1,3.2,3.5,4.5,6.5,6,4.1,6.9,4.4
"2018/07/10","оч╢щ","CO",0.14,0.14,0.15,0.13,0.15,0.2,0.28,0.38,0.45,0.25,0.22,0.28,0.23,0.17,0.16,0.16,0.23,0.22,0.18,0.14,0.12,0.09,0.09,0.08
"2018/07/10","оч╢щ","NOx",7.9,6.5,5.9,6.5,7.1,8.8,12,14,15,10,12,14,11,7.9,6.9,6.7,6.2,6.7,6.5,5.5,5,3,2.2,2
"2018/07/10","оч╢щ","O3",11,11,10,9.4,8.5,7.3,7.7,9.8,12,12,8.9,10,15,15,17,18,16,15,13,12,11,11,11,11
"2018/07/10","оч╢щ","PM10",17,21,26,26,28,26,26,24,26,18,17,17,24,34,41,46,47,46,47,39,38,33,32,30
"2018/07/10","оч╢щ","SO2",6.8,3.5,4.2,4.1,3.9,11,13,8.1,4.8,3.5,3.6,3.8,3.7,3.8,3.8,3.7,3.5,4,3.7,4,3.8,3.4,2,1
"2018/07/11","оч╢щ","CO",0.08,0.06,0.07,0.07,0.11,0.14,0.14,0.16,0.3,0.36,0.43,0.39,0.32,0.45,0.47,0.33,0.47,0.46,0.45,0.47,0.56,0.51,0.26,0.24
"2018/07/11","оч╢щ","NOx",1.3,3.3,3.6,3.8,4.6,5.1,5.3,6.4,11,15,20,15,10,12,12,12,15,15,13,16,22,23,16,21
"2018/07/11","оч╢щ","O3",12,12,11,12,14,17,19,21,14,14,16,23,34,42,52,43,22,20,17,13,7.7,5.4,15,15
"2018/07/11","оч╢щ","PM10",28,25,25,27,28,21,20,23,29,29,31,26,24,22,26,35,38,38,32,30,36,42,49,46
"2018/07/11","оч╢щ","SO2",3.6,2.4,2.3,2.4,2.5,2.8,2.8,2.8,5.2,5.3,4.5,8.1,5.4,5.6,4.8,3.9,4.1,5.6,8.5,4.7,7.7,6.9,6.8,12
"2018/07/12","оч╢щ","CO",0.19,0.17,0.18,0.19,0.28,0.37,0.39,0.42,0.46,0.26,NA,0.29,0.32,0.31,0.26,0.28,0.25,0.31,0.32,0.5,0.62,0.6,0.48,0.39
"2018/07/12","оч╢щ","NOx",22,19,12,11,24,19,19,18,31,22,NA,NA,17,16,13,15,12,13,14,19,24,24,23,18
"2018/07/12","оч╢щ","O3",10,9.9,14,13,6.2,NA,8.7,15,12,18,NA,27,29,42,45,37,37,30,26,16,6.7,5.2,6.4,7.9
"2018/07/12","оч╢щ","PM10",47,50,46,35,29,38,41,41,30,39,NA,15,25,27,42,45,46,46,48,44,30,21,20,29
"2018/07/12","оч╢щ","SO2",7.4,8,5.4,5,11,32,21,8.1,10,7.2,NA,3.6,5.1,6.3,5.9,6,6,6.3,6.5,8.9,8.7,11,11,17
"2018/07/13","оч╢щ","CO",0.39,0.44,0.41,0.36,0.27,0.35,0.42,0.44,0.38,0.3,0.31,0.34,0.26,0.24,0.23,0.21,0.32,0.43,0.51,0.39,0.32,0.3,0.28,0.21
"2018/07/13","оч╢щ","NOx",21,28,26,24,19,23,29,23,18,14,16,20,12,10,11,12,16,22,19,13,11,9.8,9.6,7.8
"2018/07/13","оч╢щ","O3",5.2,1.8,1.8,2.4,2.6,2.8,5.6,12,18,26,42,62,75,71,55,49,34,32,18,8.9,7.9,7.8,7,7.4
"2018/07/13","оч╢щ","PM10",34,34,28,31,38,54,48,51,34,39,28,49,62,68,53,49,47,38,38,25,22,17,21,17
"2018/07/13","оч╢щ","SO2",13,19,17,18,8.6,11,11,11,7.1,7.1,7.2,9.2,7.8,6.9,6,6.1,4.6,5,4.3,4,3.3,3.4,3.4,3.3
"2018/07/14","оч╢щ","CO",0.25,0.18,0.19,0.24,0.32,0.33,0.36,0.34,0.29,0.28,0.22,0.22,0.2,0.23,0.2,0.21,0.25,0.29,0.28,0.25,0.26,0.27,0.25,0.2
"2018/07/14","оч╢щ","NOx",11,8.2,9.5,15,24,22,22,16,11,13,10,9.8,7.8,11,11,NA,11,10,10,9.5,10,11,9.7,8.7
"2018/07/14","оч╢щ","O3",6.1,7.2,6.1,8.1,2.7,3.8,5.9,9.1,13,17,20,20,22,19,18,19,17,15,11,9.5,8.8,8.1,8.5,8.9
"2018/07/14","оч╢щ","PM10",22,16,23,23,35,38,42,30,26,18,21,31,28,31,26,32,29,23,21,20,17,16,16,12
"2018/07/14","оч╢щ","SO2",4.9,3.2,6.2,8.4,20,13,11,6.2,3.7,3.6,2.9,2.6,2.7,3.6,2.7,2.7,3.4,3.4,2.9,2.9,2.9,3,5.2,5.1
"2018/07/15","оч╢щ","CO",0.18,0.12,0.13,0.13,0.13,0.18,0.23,0.28,0.25,0.21,0.22,0.21,0.19,0.18,0.18,0.17,0.19,0.23,0.24,0.22,0.24,0.21,0.19,0.13
"2018/07/15","оч╢щ","NOx",8.2,4.4,5.2,6.2,6.4,9.8,9.3,11,7.8,5.9,7.2,6.3,6.6,5.6,5.2,5.8,6,6.6,7.5,6.9,8.1,6.9,5.5,3.5
"2018/07/15","оч╢щ","O3",8.8,9.5,8,7.5,6.8,5.4,7.5,10,15,22,24,21,17,17,17,16,13,11,9.8,9.6,9,10,11,13
"2018/07/15","оч╢щ","PM10",14,9,15,14,18,21,17,24,27,29,19,NA,14,21,26,22,20,18,20,16,17,14,16,8
"2018/07/15","оч╢щ","SO2",6.2,2.2,3.7,4.8,12,11,8.9,4.2,3.8,2,1.6,1.4,1.4,1.7,1.6,1.5,1.8,2.7,3.1,2.9,4,3.8,2.6,1
"2018/07/16","оч╢щ","CO",0.1,0.12,0.11,0.1,0.1,0.15,0.24,0.35,0.4,0.34,0.25,0.23,0.21,0.2,0.19,0.19,0.2,0.32,0.28,0.32,0.32,0.27,0.21,0.13
"2018/07/16","оч╢щ","NOx",2.4,3.9,3.9,3,3.6,5,9.7,12,15,15,10,8.6,8.1,7.6,7.7,8.1,8.3,10,8.9,10,11,8.9,6.7,4.1
"2018/07/16","оч╢щ","O3",16,16,15,14,12,9,7.9,8.5,7.6,9.1,15,17,17,16,15,14,13,11,9.5,7.9,6.9,7.9,9.1,11
"2018/07/16","оч╢щ","PM10",13,10,17,11,16,NA,20,13,12,13,13,21,13,22,18,25,24,24,22,25,26,25,19,17
"2018/07/16","оч╢щ","SO2",1.3,4.4,4.2,3.6,3.3,4.1,5.7,5.8,6,5.1,4.3,4.2,4.1,3.8,3.8,3.6,3.9,3.7,3.9,4.4,6.1,6.2,5.2,3.2
"2018/07/17","оч╢щ","CO",0.12,0.09,0.08,0.07,0.09,0.12,0.2,0.34,0.34,0.25,0.2,0.21,0.19,0.18,0.16,0.17,0.2,0.27,0.31,0.3,0.26,0.24,0.21,0.16
"2018/07/17","оч╢щ","NOx",3.5,3.7,3.1,3.4,4.5,4.8,7.9,12,12,10,NA,8.6,8.4,8.6,8.4,8.8,9.4,9.9,10,10,9.7,9.3,8.2,6.4
"2018/07/17","оч╢щ","O3",9.9,8.8,9.8,9.2,8.6,8,7.6,8.2,10,12,14,15,15,14,13,13,11,9.3,7,6.2,6.4,6.5,6.9,7.1
"2018/07/17","оч╢щ","PM10",17,19,11,11,12,15,17,14,16,15,NA,23,18,29,32,36,27,27,23,21,18,18,15,17
"2018/07/17","оч╢щ","SO2",3.4,3.3,3.7,5.1,5.6,5.7,6.1,6.5,6.4,5.9,NA,5.6,5.6,5.6,5.5,5.9,5.9,5.5,6.1,7,6.8,7.4,7.8,8.2
"2018/07/18","оч╢щ","CO",0.12,NA,0.1,0.09,0.1,0.12,0.17,0.32,0.33,0.26,0.25,0.23,0.22,0.2,0.16,0.18,0.21,0.29,0.35,0.33,0.3,0.28,0.24,0.19
"2018/07/18","оч╢щ","NOx",5.9,NA,6,5.9,6,6.8,8.9,13,13,13,12,11,10,10,8.6,9.8,11,11,13,13,12,11,11,9.3
"2018/07/18","оч╢щ","O3",7.6,8,7.7,7.1,7,6.9,6.9,7.3,9.6,13,17,17,17,16,15,12,11,9.4,6.5,4.8,4.4,5.1,5.6,5.4
"2018/07/18","оч╢щ","PM10",15,13,11,12,11,10,11,9,71,77,17,11,18,20,19,21,14,12,13,15,19,18,19,20
"2018/07/18","оч╢щ","SO2",6,NA,6.1,6.5,4.8,4.1,3.2,3.6,3.8,3.7,4.2,3.9,3.7,3.8,3.2,3.5,3.6,3.5,4.2,4.7,5.7,6.4,6.5,7.4
"2018/07/19","оч╢щ","CO",0.15,0.12,0.12,0.11,0.12,0.16,0.25,0.36,0.43,0.29,0.24,0.24,0.23,0.2,0.19,0.21,0.25,0.38,0.4,0.39,0.3,0.28,0.28,0.23
"2018/07/19","оч╢щ","NOx",8.4,8.5,9.5,9.4,10,12,16,17,19,14,14,14,15,13,13,15,16,18,17,17,14,14,14,14
"2018/07/19","оч╢щ","O3",5.6,4.9,4.2,3.6,3,3.1,4.6,7.3,10,16,18,21,24,22,22,20,15,9.6,5.3,3.8,6.7,6.9,5.5,4.7
"2018/07/19","оч╢щ","PM10",18,15,18,17,18,15,17,21,18,25,18,21,14,24,20,18,20,28,31,22,16,17,19,16
"2018/07/19","оч╢щ","SO2",6.5,6.1,4.6,5,6.2,4.6,5.4,5.6,5.5,4.9,4.5,4.6,4.5,4.2,3.9,4.6,4.4,5,6,6.2,6.2,6.6,5.1,7.2
"2018/07/20","оч╢щ","CO",0.19,0.13,0.13,0.12,0.12,0.15,0.22,0.32,0.41,0.31,0.28,0.25,0.24,NA,0.17,0.19,0.25,0.33,0.38,0.34,0.33,0.31,0.28,0.21
"2018/07/20","оч╢щ","NOx",12,9,11,9.7,9.4,11,13,14,19,17,18,14,14,NA,12,14,17,17,19,17,17,17,15,14
"2018/07/20","оч╢щ","O3",5.2,6.5,5.2,5.4,5.8,5.2,6.5,8.8,12,16,19,25,25,23,26,20,19,12,8.5,7,6,7.5,9.3,11
"2018/07/20","оч╢щ","PM10",15,16,28,23,24,17,17,17,19,23,34,27,33,20,32,21,25,17,23,21,27,26,25,24
"2018/07/20","оч╢щ","SO2",6.4,8.1,7,8.7,9.8,8.9,10,6.8,5.1,4.6,6.2,4.3,4.6,NA,3.6,3.8,4.2,3.1,5.5,5.3,6.1,6.3,5.9,4.9
"2018/07/21","оч╢щ","CO",0.16,0.14,0.13,0.14,0.09,0.11,0.12,0.13,0.15,0.15,0.12,0.12,0.09,0.1,0.11,0.11,0.17,0.23,0.26,0.23,0.31,0.25,0.39,0.48
"2018/07/21","оч╢щ","NOx",12,8.3,7.4,11,6.6,9.2,13,11,8.9,14,11,11,NA,8.9,14,8.6,9.5,11,12,15,21,20,22,24
"2018/07/21","оч╢щ","O3",11,12,13,9.2,11,9.4,11,9.5,13,15,20,24,25,19,14,20,22,16,13,9.4,3.4,4.1,3.1,1.9
"2018/07/21","оч╢щ","PM10",26,24,24,32,32,40,31,38,24,28,23,35,28,26,9,12,18,24,26,17,17,14,17,25
"2018/07/21","оч╢щ","SO2",5.2,2.8,2.9,4.8,2.9,2.9,3.8,0.3,-0.4,-0.4,NA,3.8,2.5,3.2,3.8,3.4,3.4,3.1,2.9,4.6,6.2,5.9,8.1,19
"2018/07/22","оч╢щ","CO",0.46,0.39,0.31,0.24,0.3,0.32,0.3,0.32,0.22,0.28,0.24,0.24,0.16,0.22,0.16,0.11,0.13,0.29,0.26,0.24,0.27,0.23,0.28,0.19
"2018/07/22","оч╢щ","NOx",23,23,21,19,25,25,26,23,11,12,9.4,11,11,11,11,12,12,17,14,12,16,13,16,10
"2018/07/22","оч╢щ","O3",2,1.9,1.9,1.5,1.5,2.3,4.3,11,20,34,49,51,42,37,33,28,34,30,30,31,24,24,19,25
"2018/07/22","оч╢щ","PM10",29,32,26,20,20,22,26,28,28,29,28,25,23,29,38,37,30,21,22,27,26,28,18,20
"2018/07/22","оч╢щ","SO2",13,4.9,8.2,6,7.2,9.9,7,9.1,7.4,6.3,4.1,5.3,7.2,4.6,5.4,7.3,5.4,3.9,3.1,3.2,3.4,3.5,3.4,3.9
"2018/07/23","оч╢щ","CO",0.21,0.27,0.27,0.22,0.23,0.22,0.27,0.56,0.8,0.63,NA,NA,0.38,0.28,0.26,0.24,0.26,0.33,0.38,0.31,0.42,0.45,0.43,0.35
"2018/07/23","оч╢щ","NOx",11,15,17,15,16,12,15,29,36,32,NA,NA,15,11,12,12,15,17,19,16,23,21,22,20
"2018/07/23","оч╢щ","O3",23,17,12,15,12,15,14,13,11,20,NA,42,51,45,47,45,39,34,30,18,10,13,9.9,10
"2018/07/23","оч╢щ","PM10",22,29,33,28,30,33,35,33,35,46,NA,36,44,34,42,36,42,43,45,40,42,39,39,40
"2018/07/23","оч╢щ","SO2",2.6,4.7,5.3,4.4,4.3,4,4.4,4.2,5.3,5.2,NA,NA,5.1,4.2,3.9,3.7,3.9,4.1,4.6,4.8,5.9,6.1,5.7,6.8
"2018/07/24","оч╢щ","CO",0.69,0.5,0.43,0.49,0.62,0.63,0.69,0.81,0.72,0.25,0.19,0.19,0.17,0.24,0.28,0.24,0.37,0.6,0.89,1.06,0.83,0.82,0.54,0.51
"2018/07/24","оч╢щ","NOx",38,33,27,31,38,38,47,48,33,15,13,10,8.5,17,21,18,23,35,44,55,47,44,27,29
"2018/07/24","оч╢щ","O3",2,1.6,3,1.6,1.6,2.2,3.1,7.8,27,33,38,51,51,39,23,28,39,22,15,5.4,6.8,4.4,13,7.9
"2018/07/24","оч╢щ","PM10",45,54,58,50,54,58,70,63,72,62,57,49,51,55,45,36,25,27,27,35,42,44,41,37
"2018/07/24","оч╢щ","SO2",9.8,13,11,12,22,23,19,14,10,4.5,3.4,3.4,3.2,3.3,2.6,2.8,2.1,2.8,3.8,8.8,12,9.4,6,7.5
"2018/07/25","оч╢щ","CO",0.4,0.46,0.45,0.47,0.47,0.36,0.42,0.73,0.73,0.55,0.42,0.29,0.25,0.22,0.21,0.27,0.3,0.3,0.33,0.3,0.34,0.69,0.64,0.52
"2018/07/25","оч╢щ","NOx",27,31,34,33,31,28,28,48,38,30,22,13,12,11,11,11,9.8,9.1,13,17,20,28,29,22
"2018/07/25","оч╢щ","O3",7.1,2.1,3.2,1.9,2.1,3.4,6.4,9.2,21,35,49,58,60,55,53,58,52,25,18,15,6.7,4.4,3.6,5.7
"2018/07/25","оч╢щ","PM10",39,42,44,50,51,53,52,50,54,57,54,52,57,55,48,43,46,47,41,35,31,30,38,47
"2018/07/25","оч╢щ","SO2",8,10,18,17,17,13,9.9,15,12,9.9,7.8,6.6,7,5.5,4.8,3.9,3,2.7,3.4,7.2,6.2,7,6.8,6.9
"2018/07/26","оч╢щ","CO",0.58,0.36,0.23,0.22,0.19,0.2,0.38,0.45,0.36,0.21,0.15,0.15,0.15,0.11,0.1,0.11,0.16,0.22,0.29,0.28,0.28,0.22,0.34,0.39
"2018/07/26","оч╢щ","NOx",28,17,14,13,14,13,21,25,20,19,17,12,13,10,12,11,11,14,16,16,19,17,21,27
"2018/07/26","оч╢щ","O3",4.8,7.4,12,18,17,16,11,11,16,20,23,39,44,42,33,30,28,24,19,15,12,12,8,3.8
"2018/07/26","оч╢щ","PM10",60,61,61,48,50,50,58,60,52,41,38,41,44,43,46,40,41,28,27,27,31,44,38,43
"2018/07/26","оч╢щ","SO2",8.2,6.8,5,5.7,5,5.7,5.6,4,2.6,2.9,2.9,1.8,2.8,2.7,1.8,1,2.4,3.6,4.2,4.8,3.8,6,4.8,9.3
"2018/07/27","оч╢щ","CO",0.48,0.32,0.3,0.19,0.16,0.18,0.2,0.33,0.48,0.32,0.15,0.13,0.11,0.11,0.16,0.41,0.43,0.57,0.66,0.64,0.54,0.61,0.56,0.38
"2018/07/27","оч╢щ","NOx",31,24,26,17,18,18,19,21,31,22,17,14,9.6,9.7,12,19,23,25,27,29,29,30,29,24
"2018/07/27","оч╢щ","O3",3.7,3.6,2.4,5.4,3,3.7,5.4,7.6,8.2,17,23,30,34,34,24,17,30,32,27,22,18,13,9.4,14
"2018/07/27","оч╢щ","PM10",40,45,45,38,33,33,36,41,42,42,43,40,38,36,31,35,31,35,37,44,51,54,52,52
"2018/07/27","оч╢щ","SO2",13,8,8.2,6.7,5.7,5.6,5.4,7.1,8.5,7.5,7.2,6.9,5.9,8.1,5.7,7,9.9,7.9,12,9.1,7.5,7,7.8,7.8
"2018/07/28","оч╢щ","CO",0.33,0.23,0.18,0.15,0.16,0.16,0.21,0.33,0.33,0.21,0.17,0.18,0.18,0.14,0.11,0.13,0.16,0.21,0.2,0.24,0.18,0.15,0.11,0.1
"2018/07/28","оч╢щ","NOx",23,15,16,11,11,9.2,11,20,19,12,11,12,11,9.7,8.4,9.2,13,11,11,17,12,12,11,8
"2018/07/28","оч╢щ","O3",14,17,14,14,14,14,12,13,22,32,39,49,52,48,43,36,33,34,31,21,22,21,22,24
"2018/07/28","оч╢щ","PM10",54,48,43,35,38,35,30,31,34,41,35,37,35,41,34,27,29,27,36,29,33,25,32,31
"2018/07/28","оч╢щ","SO2",5.3,3.9,3.1,3.2,3.4,2.8,3,4.4,4.2,3,2.9,3.9,5.8,5.3,4.6,3.3,4.7,3.8,3.7,5.9,5.1,7.3,4.4,3.6
"2018/07/29","оч╢щ","CO",0.09,0.14,0.12,0.13,0.14,0.21,0.31,0.32,0.24,0.23,0.21,0.17,0.15,0.14,0.15,0.16,0.16,0.18,0.2,0.22,0.23,0.22,0.23,0.2
"2018/07/29","оч╢щ","NOx",6.4,8,6.6,7.3,7.8,9.8,14,16,11,11,9.5,8.3,6.6,6.8,11,10,10,13,9.7,10,12,13,14,12
"2018/07/29","оч╢щ","O3",29,27,25,22,21,18,15,16,24,31,42,45,47,46,41,42,42,41,40,34,29,24,19,20
"2018/07/29","оч╢щ","PM10",38,30,33,29,28,21,27,25,35,28,29,26,25,32,25,31,25,34,35,38,39,36,37,31
"2018/07/29","оч╢щ","SO2",4.2,3.3,3,3.1,3,4.3,5.1,6.2,3.9,3.3,2.9,2.7,2.3,2.6,3.5,3.7,3.7,3.5,4,3.6,3.6,3.7,4.1,3.9
