"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/10/12","大里","NOx",8,5.5,6.5,6.6,8,8.7,14,24,27,26,24,27,23,22,22,25,26,33,38,31,27,20,26,24
"2018/10/12","大里","O3",36,34,33,31,28,26,19,13,15,14,20,23,37,35,30,22,17,8.9,3.5,6.1,7.8,12,5.6,6.6
"2018/10/12","大里","PM10",10,6,6,15,11,18,9,19,17,23,16,12,19,26,26,22,20,33,37,36,30,26,21,24
"2018/10/12","大里","SO2",0.6,1.3,1.4,1.4,1.6,1.5,1.6,1.7,2,2.2,2.3,2.4,2.4,2.3,2.1,2.1,2.3,2.3,2.4,2.2,2.1,1.8,2.1,2.1
"2018/10/13","大里","CO",0.42,0.31,0.35,0.27,0.26,0.32,0.4,0.56,0.61,0.73,0.58,0.53,0.4,0.34,0.3,0.36,0.38,0.56,0.88,0.77,0.8,0.79,0.8,0.7
"2018/10/13","大里","NOx",21,16,19,16,15,20,25,40,30,36,29,25,19,16,15,23,20,25,44,37,42,42,42,39
"2018/10/13","大里","O3",8,12,6.2,8.9,7.6,2.5,2.9,2.9,9.9,15,26,36,46,54,50,43,42,33,12,12,5.1,1.8,1.1,0.9
"2018/10/13","大里","PM10",18,21,13,10,15,18,26,13,21,15,20,20,25,21,16,17,26,21,32,45,55,47,45,47
"2018/10/13","大里","SO2",2,0.7,1,0.5,0.5,0.6,0.6,1,0.9,1,0.7,0.9,0.8,0.6,2.6,5.9,2.6,1.3,1,1.8,1.9,1.6,1.4,1.5
"2018/10/14","大里","CO",0.68,0.7,0.65,0.56,0.51,0.44,0.52,0.56,0.49,0.41,0.35,0.36,0.4,0.65,0.63,0.4,0.4,0.44,0.68,0.75,0.74,0.69,0.64,0.71
"2018/10/14","大里","NOx",35,29,29,24,20,17,22,23,16,11,7.8,8,9,15,17,17,17,16,27,30,33,33,29,38
"2018/10/14","大里","O3",0.9,1.3,1.5,1,1.1,3.6,3.1,10,29,48,59,75,84,91,85,71,64,62,40,29,19,13,14,2.3
"2018/10/14","大里","PM10",43,36,39,37,41,26,26,21,28,46,46,57,52,72,89,96,76,53,42,48,74,76,80,71
"2018/10/14","大里","SO2",1.7,3.5,2.8,2.2,2.1,1.9,2.1,2.2,2,3,3.3,2.6,3.2,7.4,8.9,7.6,5.8,4.3,3.6,3.9,3.7,3.4,3,2.5
"2018/10/15","大里","CO",0.49,0.61,0.57,0.45,0.28,0.28,0.33,0.61,0.56,0.41,0.35,0.36,0.37,0.34,0.35,0.34,0.39,0.58,0.81,1,0.72,0.6,0.57,0.54
"2018/10/15","大里","NOx",18,26,22,18,10,12,13,21,19,17,13,13,13,12,13,14,17,23,32,44,38,31,28,27
"2018/10/15","大里","O3",16,3.7,6,7,17,16,14,12,23,31,46,59,67,66,61,59,48,32,18,5.6,5.6,6.4,4.1,3.2
"2018/10/15","大里","PM10",66,56,45,45,34,24,12,21,17,28,23,34,33,41,36,37,34,38,39,40,46,43,49,48
"2018/10/15","大里","SO2",2.8,2.7,2.9,2.3,2.4,2.5,2.7,2.4,2.4,2.4,2.1,2.1,1.9,2.1,2.2,2.1,2.1,2.3,2.5,3,2.8,2.8,3.8,6.2
"2018/10/16","大里","CO",0.52,0.47,0.44,0.44,0.41,0.43,0.52,0.83,0.75,0.69,0.47,0.41,0.38,0.3,0.33,0.3,0.28,0.43,0.48,0.46,0.45,0.48,0.45,0.38
"2018/10/16","大里","NOx",25,21,21,29,23,21,28,38,33,31,20,14,12,11,13,13,12,17,20,19,19,20,18,16
"2018/10/16","大里","O3",2.1,2.3,2.7,1.2,1.4,1.5,1.3,4.4,NA,39,52,66,78,64,61,49,45,35,30,28,26,22,21,22
"2018/10/16","大里","PM10",54,48,56,54,67,62,74,73,81,86,81,78,62,52,32,37,40,44,34,40,41,41,26,30
"2018/10/16","大里","SO2",5.5,4.4,5.5,3.8,4.5,4.8,5.6,5.9,6,4.8,3.8,3.5,3.4,3.2,3.1,3,2.9,3,3.4,3.4,3.3,3.4,3.2,3.4
"2018/10/17","大里","CO",0.36,0.32,0.3,0.31,0.31,0.32,0.42,0.53,0.6,0.62,0.47,0.48,0.53,0.5,0.47,0.47,NA,0.63,0.63,0.6,0.46,0.48,0.52,0.46
"2018/10/17","大里","NOx",14,12,9.8,9.2,7.9,7.3,12,16,15,20,16,16,17,17,19,19,NA,23,22,19,13,13,14,13
"2018/10/17","大里","O3",23,25,26,25,33,29,30,32,NA,33,44,48,46,39,39,NA,21,19,18,18,23,21,19,20
"2018/10/17","大里","PM10",19,19,6,5,12,10,14,11,15,19,15,14,16,23,29,NA,30,30,26,27,23,26,25,20
"2018/10/17","大里","SO2",2.6,1.5,1.4,1.2,1.2,1,1.1,1.2,1.1,2.1,2.4,2.5,2.5,2.5,2.4,2.1,NA,1.7,2.3,2.1,2.2,1.8,1.9,2.6
"2018/10/18","大里","CO",0.4,0.35,0.34,0.31,0.3,0.32,0.38,0.78,0.79,0.83,0.71,0.5,0.43,0.4,0.37,0.41,0.45,0.62,0.77,0.83,0.75,0.84,0.75,0.7
"2018/10/18","大里","NOx",8.8,8.9,8,8.1,8.1,7.2,10,31,29,34,28,17,13,12,13,14,18,25,32,35,33,36,36,34
"2018/10/18","大里","O3",19,19,20,21,24,21,19,6.5,9.3,18,NA,NA,NA,NA,63,58,48,35,23,17,16,7.9,5.6,5.9
"2018/10/18","大里","PM10",15,5,16,19,19,23,15,20,25,36,47,35,35,38,45,53,57,60,53,52,55,66,65,69
"2018/10/18","大里","SO2",1.8,0.8,0.8,1.4,2,1.7,1.7,2.4,3,2.8,NA,NA,1.4,1.3,1.2,1.2,1.3,1.6,1.8,2,2.3,2.2,2.2,2.1
"2018/10/19","大里","CO",0.71,0.61,0.56,0.54,0.56,0.63,0.74,1.19,1.22,0.92,0.46,0.4,0.48,0.42,0.39,0.4,0.43,0.63,0.66,0.6,0.6,0.51,0.48,0.52
"2018/10/19","大里","NOx",34,32,29,28,29,32,36,50,57,38,15,13,16,15,16,17,21,31,31,30,30,26,24,26
"2018/10/19","大里","O3",4.4,4.6,2.7,1.6,0.4,-0.6,-0.5,0.3,1.8,20,39,51,65,74,63,52,39,22,16,15,13,16,16,11
"2018/10/19","大里","PM10",60,59,52,55,52,58,55,63,55,68,44,46,29,42,40,37,37,30,41,43,42,35,39,36
"2018/10/19","大里","SO2",3.1,3,4.2,3.3,3,3.5,3.5,4,5.1,4.9,3.4,4.6,2.9,3.4,3.3,3.1,3.1,3.7,3.8,3.9,4,4,4,3.8
"2018/10/20","大里","CO",0.45,0.42,0.44,0.4,0.42,0.39,0.51,0.63,0.64,0.52,0.48,0.44,0.38,0.35,0.35,0.34,0.35,0.49,0.56,0.59,0.72,0.66,0.6,0.61
"2018/10/20","大里","NOx",22,20,22,21,21,21,26,33,35,27,20,16,11,9.6,11,14,13,21,24,26,32,33,28,31
"2018/10/20","大里","O3",12,11,7.6,3.3,-0.2,1.9,1.2,3.3,7.4,17,33,50,66,71,72,67,60,43,30,22,12,6.1,8.8,3.5
"2018/10/20","大里","PM10",38,27,35,30,34,28,28,26,31,35,38,37,46,48,54,51,50,51,47,47,40,50,46,50
"2018/10/20","大里","SO2",2.7,1.8,1.8,2.6,2.9,3.3,3.3,3.5,3.3,3.6,3,2.9,2.4,2.3,2.3,2.7,2.5,2.7,2.8,3.4,3.8,3.8,3.7,3.9
"2018/10/21","大里","CO",0.54,0.48,0.4,0.35,0.38,0.39,0.4,0.55,0.55,0.57,0.46,0.41,0.39,0.38,0.34,0.32,0.32,0.41,0.54,0.68,0.65,0.72,0.67,0.53
"2018/10/21","大里","NOx",29,24,19,16,18,18,20,23,23,20,14,10,8.2,7.3,8.8,9.2,11,17,21,35,35,38,32,20
"2018/10/21","大里","O3",2.5,1.7,7.2,9.4,5.6,1.7,5.2,9.5,18,32,51,61,75,78,74,70,55,45,42,11,5.1,1.4,5.9,11
"2018/10/21","大里","PM10",33,38,38,41,34,33,36,43,37,34,32,38,43,35,41,42,51,48,43,53,49,56,50,42
"2018/10/21","大里","SO2",2.7,1.8,1.1,1.2,1.8,1.6,1.8,1.8,1.3,1.3,1.1,1,1,0.8,0.9,1.2,1.2,1.5,1.2,1.5,1.2,1.3,2.6,2
"2018/10/22","大里","CO",0.53,0.47,0.47,0.48,0.49,0.45,0.69,1.08,1.01,0.71,0.52,0.45,0.39,0.38,0.45,0.46,0.43,0.4,0.36,0.36,0.38,0.46,0.54,0.41
"2018/10/22","大里","NOx",25,20,20,19,19,18,26,42,43,30,20,13,11,13,16,22,22,14,13,14,11,16,26,19
"2018/10/22","大里","O3",3.5,7.3,3.2,2.4,1.8,3.4,3.6,4.5,15,38,51,66,81,82,77,63,53,54,47,43,46,35,18,17
"2018/10/22","大里","PM10",48,42,48,52,54,55,45,48,53,71,72,74,71,76,80,80,71,71,59,64,44,36,36,52
"2018/10/22","大里","SO2",2.2,0.8,0.9,1,0.9,0.9,2.1,1.8,2.2,1.9,1.7,1.4,1.6,2.7,4.9,6.2,5.3,1.3,0.6,1.1,0.8,0.8,1.4,1.8
"2018/10/23","大里","CO",0.37,0.32,0.32,0.26,0.25,0.25,0.48,0.7,0.47,0.38,0.29,0.26,0.29,0.24,0.28,0.3,0.32,0.5,0.58,0.5,0.46,0.49,0.5,0.54
"2018/10/23","大里","NOx",17,15,17,12,13,13,23,29,17,15,16,12,14,11,13,14,15,22,25,22,18,18,18,22
"2018/10/23","大里","O3",17,17,17,25,21,21,9,9.7,NA,34,37,44,50,53,57,55,50,36,26,27,27,24,17,6.5
"2018/10/23","大里","PM10",53,53,49,41,30,23,34,45,54,45,43,32,31,25,23,38,50,54,44,38,39,44,44,44
"2018/10/23","大里","SO2",2.5,3.4,3.1,2.1,2.2,2.3,2.8,2.9,2,1.7,1.7,1.6,1.6,1.5,1.8,1.9,1.9,2.1,2.1,2.1,1.8,1.8,2.3,2.9
"2018/10/24","大里","CO",0.53,0.54,0.46,0.46,0.5,0.47,0.57,0.77,0.84,0.62,NA,0.35,0.36,0.35,0.36,0.38,0.4,0.57,0.81,0.73,0.89,0.79,0.59,0.64
"2018/10/24","大里","NOx",23,21,19,17,19,19,23,31,34,26,NA,12,11,11,14,13,18,24,33,31,41,38,27,31
"2018/10/24","大里","O3",4.9,4.1,9.6,5.5,0.6,6.3,5.1,7.2,13,NA,47,54,71,77,74,73,55,39,23,17,5,3.2,8.7,2.2
"2018/10/24","大里","PM10",47,44,46,49,49,50,50,53,53,48,NA,41,42,43,50,51,49,48,52,54,58,56,53,45
"2018/10/24","大里","SO2",2.2,1.9,1.9,1.5,1.8,2,2.6,2.7,2.3,2.3,NA,1.4,1.2,1.5,1.6,1.7,1.9,2.1,2.4,2.4,2.8,2.4,2.2,2
"2018/10/25","大里","CO",0.56,0.43,0.44,0.44,0.45,0.46,0.76,1.06,0.77,0.49,0.47,0.47,0.45,0.46,0.46,0.44,0.49,0.77,0.58,0.78,0.88,0.88,0.79,0.68
"2018/10/25","大里","NOx",27,24,25,25,24,23,36,44,31,21,14,14,13,14,17,17,17,28,20,27,33,38,39,34
"2018/10/25","大里","O3",0.1,3.9,2.7,-0.3,-0.4,2.8,0,1.9,15,31,62,83,87,88,83,71,65,52,42,24,16,3.4,0.2,3.7
"2018/10/25","大里","PM10",43,41,51,42,41,28,39,43,43,43,62,87,99,87,85,77,79,77,74,72,70,82,83,77
"2018/10/25","大里","SO2",2.8,4.1,3.4,3.3,3.5,3.2,3.7,3.5,3,3.1,3.5,3.2,3.2,3.9,4.4,3.9,3,3.2,2.7,2.5,2.7,3.2,3.3,3.1
"2018/10/26","大里","CO",0.68,0.63,0.52,0.55,0.52,0.59,0.69,0.91,0.73,NA,0.56,0.68,0.65,0.59,0.46,0.41,0.49,0.5,0.58,0.6,0.56,0.6,0.66,0.71
"2018/10/26","大里","NOx",31,20,14,15,15,20,28,34,24,NA,19,24,21,23,19,14,18,17,19,21,19,23,26,28
"2018/10/26","大里","O3",1,7.2,17,5.5,6,0.5,-0.3,3.1,21,NA,60,71,92,79,62,56,47,44,37,35,33,24,15,3.6
"2018/10/26","大里","PM10",73,74,67,61,57,61,55,62,68,85,NA,NA,NA,NA,92,72,54,52,51,63,57,64,59,68
"2018/10/26","大里","SO2",2.6,3,2.1,2,1.9,2.7,2.9,3.2,3.2,NA,4,5.7,5.6,8.7,5.1,2.7,2.8,3.2,3.2,3.1,3,3.4,3.4,3.2
"2018/10/27","大里","CO",0.69,0.54,0.55,0.52,0.51,0.53,0.48,0.52,0.53,0.52,0.48,0.47,0.45,0.4,0.37,0.4,0.45,0.46,0.48,0.46,0.47,0.44,0.41,0.37
"2018/10/27","大里","NOx",27,20,20,17,18,18,10,10,12,12,10,9.6,10,11,11,12,14,16,18,18,19,19,18,15
"2018/10/27","大里","O3",4.6,6.6,3.9,3.8,-0.2,7.5,39,44,47,53,58,62,65,69,72,73,70,61,52,47,41,37,35,34
"2018/10/27","大里","PM10",60,70,61,66,53,59,43,44,40,49,70,84,105,107,106,99,95,89,99,85,78,65,57,51
"2018/10/27","大里","SO2",2.8,2.5,2.5,2.5,2.4,2.7,2.2,1.8,2,2,2.2,2.3,2.5,2.4,2.4,2.4,2.5,2.6,2.8,2.6,2.4,2.5,2.3,2.1
"2018/10/28","大里","CO",0.45,0.33,0.27,0.42,0.43,0.46,0.58,0.59,0.51,0.37,0.32,0.3,0.3,0.26,0.26,0.31,0.34,0.39,0.46,0.51,0.54,0.66,0.63,0.6
"2018/10/28","大里","NOx",19,16,12,17,15,16,23,30,24,19,15,9.5,9.4,8.5,8.8,11,13,16,21,24,30,41,30,29
"2018/10/28","大里","O3",23,25,26,11,9.5,7.7,3.7,11,21,30,40,57,61,63,66,69,68,61,50,43,35,13,16,10
"2018/10/28","大里","PM10",47,49,41,39,35,41,45,62,66,58,40,37,46,50,52,50,63,62,69,62,67,65,64,58
"2018/10/28","大里","SO2",2.5,2.6,2.3,2.3,2.9,2.8,3,5.5,3.9,3.3,3.4,3.2,3.1,3,3,3.3,3.6,3.6,3.8,3.8,4.2,4.6,3,2.9
"2018/10/29","大里","CO",0.5,0.5,0.49,0.49,0.46,0.51,0.71,0.92,0.96,0.82,0.46,0.4,0.42,0.37,0.3,NA,0.36,0.44,0.61,0.61,0.75,1.03,0.81,0.64
"2018/10/29","大里","NOx",23,21,19,18,17,19,31,44,42,35,22,16,15,12,13,NA,17,21,29,30,37,49,42,33
"2018/10/29","大里","O3",15,16,12,8.9,7.3,4.4,1.5,4.3,16,36,48,68,81,85,74,NA,66,54,40,35,23,4.8,4.3,7.6
"2018/10/29","大里","PM10",52,50,39,43,41,46,40,38,48,46,54,43,55,47,58,NA,54,60,61,52,51,52,58,63
"2018/10/29","大里","SO2",2,1.5,1.2,1.1,1.1,1.4,1.3,2.4,2.7,1.9,1.5,1.5,1.2,1.1,1.2,NA,1.4,1.6,2,2.4,4.1,4.2,3.3,3.4
"2018/10/30","大里","CO",0.52,0.46,0.55,0.45,0.46,0.52,0.7,0.82,0.96,0.73,0.75,0.46,0.42,0.4,0.44,0.39,0.39,0.6,0.72,0.7,0.57,0.53,0.76,0.63
"2018/10/30","大里","NOx",24,25,25,21,22,27,39,44,42,34,37,20,15,15,19,19,21,31,35,37,30,26,39,32
"2018/10/30","大里","O3",15,13,9.4,7,7.7,1,0.4,8,24,50,66,84,102,114,116,87,60,43,31,25,28,29,7.2,5.9
"2018/10/30","大里","PM10",51,50,44,57,51,55,44,55,57,71,76,88,80,77,74,81,90,76,67,54,59,50,55,44
"2018/10/30","大里","SO2",2.8,2.3,2.2,1.8,1.9,1.6,1.8,5.6,3.7,2.8,2.4,1.9,1.7,1.6,1.8,1.6,1.6,1.8,1.8,2.1,2,2,1.9,2.2
"2018/10/31","大里","CO",0.43,0.42,0.49,0.54,0.49,0.55,0.73,0.95,0.8,0.73,0.59,0.46,0.42,0.39,0.35,0.46,0.48,0.52,0.67,0.59,0.37,0.35,0.35,0.46
"2018/10/31","大里","NOx",23,22,21,22,22,25,32,41,46,40,31,21,19,19,20,27,23,20,27,28,16,15,15,18
"2018/10/31","大里","O3",20,17,16,11,6.2,5.3,2.6,3.3,6,19,37,51,60,50,39,29,25,20,9.9,8.4,20,28,28,20
"2018/10/31","大里","PM10",55,47,46,46,41,47,54,64,72,71,67,54,50,41,41,32,27,22,24,32,30,23,20,21
"2018/10/31","大里","SO2",3,3.9,3.7,3.1,3.7,3.9,3.3,3.5,5,4.9,3.4,2.8,2.8,2.6,2.4,2.9,2.3,2.1,2.3,2.4,2.3,2.1,2.3,3
"2018/11/01","大里","CO",0.39,0.38,0.31,0.22,0.28,0.34,0.33,0.53,0.68,0.56,0.4,0.35,0.36,0.34,0.38,0.42,0.38,0.46,0.49,0.44,0.4,0.4,0.4,0.4
"2018/11/01","大里","NOx",17,20,17,13,16,16,25,27,31,30,23,18,17,16,19,22,23,22,23,22,20,21,19,23
"2018/11/01","大里","O3",18,14,15,23,14,11,6.2,10,12,16,27,36,34,34,30,25,22,20,19,19,19,18,17,9.2
"2018/11/01","大里","PM10",27,36,27,24,20,20,22,12,16,14,23,29,21,17,20,21,16,16,16,15,12,16,20,11
"2018/11/01","大里","SO2",2.7,2.2,2,2,2.1,2.1,2.3,2.4,2.4,2.4,2.2,2,1.9,1.9,2,2,2,1.9,2,2.1,2.1,2,2.1,2.5
"2018/11/02","大里","CO",0.37,0.37,0.35,0.26,0.44,0.54,0.52,0.73,0.62,0.46,0.43,0.47,0.5,0.56,0.42,0.43,0.46,0.6,0.78,0.73,0.93,1.04,0.94,0.67
"2018/11/02","大里","NOx",20,19,19,15,21,28,28,37,33,25,24,22,28,30,24,23,26,33,38,38,46,52,48,41
"2018/11/02","大里","O3",12,11,11,14,5.4,-0.5,0.9,2.6,9.3,18,27,38,37,46,35,26,17,9.1,2.4,1,NA,NA,NA,NA
"2018/11/02","大里","PM10",17,16,24,15,26,23,28,24,30,33,33,41,54,67,61,57,46,40,41,42,52,51,58,52
"2018/11/02","大里","SO2",2.5,1.9,1.7,1.5,1.9,2,2,2.8,3,3.1,2.9,3.1,3,2.4,2.1,2,2.1,2.2,2.2,2.2,2.6,3,2.8,2.7
"2018/11/03","大里","CO",0.56,0.58,0.6,0.59,0.67,0.72,0.85,0.93,0.93,0.5,0.38,0.36,0.34,0.26,0.24,0.29,0.37,0.45,0.39,0.4,0.49,0.57,0.38,0.37
"2018/11/03","大里","NOx",36,37,39,36,37,38,51,50,47,23,17,15,14,9.9,10,12,17,22,18,20,25,28,19,17
"2018/11/03","大里","O3",NA,NA,NA,NA,NA,-0.7,-1,1.2,13,25,36,45,49,49,46,39,32,18,17,12,5.4,1.9,7.6,7.1
"2018/11/03","大里","PM10",49,36,39,37,43,43,52,56,65,55,37,29,32,35,39,26,38,31,49,43,37,37,36,35
"2018/11/03","大里","SO2",1.7,2.4,2.5,2.6,3.3,2.8,3.2,3.6,3.7,3,2.4,2,1.9,1.6,1.7,1.7,1.9,2,1.8,1.9,2.4,2.2,2.3,2
"2018/11/04","大里","CO",0.37,0.42,0.4,0.43,0.41,0.41,0.44,0.55,0.55,0.52,0.42,0.33,0.28,0.27,0.27,0.27,0.31,0.35,0.43,0.48,0.54,0.62,0.61,0.6
"2018/11/04","大里","NOx",16,20,17,17,15,14,15,19,19,18,14,11,8.5,9.4,9.6,9.9,12,15,19,23,28,33,32,31
"2018/11/04","大里","O3",5.8,1.9,3.5,1.5,1.5,1,0.8,4.9,15,30,39,44,50,52,51,51,45,34,24,17,8.6,1.7,0.1,-0.6
"2018/11/04","大里","PM10",25,27,34,36,33,38,37,46,43,46,43,31,25,22,29,41,43,47,36,34,31,33,39,36
"2018/11/04","大里","SO2",1.9,2.3,2.2,2,1.9,2.2,2.1,2.2,2.4,2.4,2.3,2.1,2.1,2.3,2.5,2.5,2.5,2.5,2.7,2.9,3.3,3.2,2.9,3.1
"2018/11/05","大里","CO",0.57,0.47,0.43,0.4,0.4,0.48,0.67,0.93,0.91,0.9,0.63,0.46,0.35,0.27,0.25,0.31,0.4,0.57,0.94,0.91,0.7,0.78,0.68,0.58
"2018/11/05","大里","NOx",31,28,26,24,22,26,37,40,46,43,31,26,18,14,11,15,20,26,43,42,37,42,37,31
"2018/11/05","大里","O3",NA,NA,NA,-0.9,-0.3,-0.1,-0.6,0.7,6.9,23,37,49,55,51,54,47,41,27,7.3,2.8,2.5,-1,-0.7,1.4
"2018/11/05","大里","PM10",41,30,44,38,36,28,35,46,42,55,58,76,72,63,47,38,48,46,46,45,47,50,48,51
"2018/11/05","大里","SO2",2.8,2.6,3.1,2.8,5.1,4.6,3.9,2.8,3.9,3.6,2.7,2.5,2.1,1.9,2,2,2.1,2.4,2.6,2.9,4.3,4.6,4,2.9
"2018/11/06","大里","CO",0.44,0.5,0.44,0.47,0.4,0.42,0.49,0.82,0.78,0.53,0.42,0.46,0.45,0.47,0.52,0.71,0.79,0.73,0.91,1.17,1.17,0.98,0.88,0.91
"2018/11/06","大里","NOx",22,27,20,21,15,18,21,35,30,22,16,15,14,16,18,27,29,23,26,33,47,40,36,33
"2018/11/06","大里","O3",2.7,-1,2.5,0.8,3.7,3.7,2.4,2.3,NA,34,55,74,86,90,94,86,85,79,74,52,24,13,9.8,11
"2018/11/06","大里","PM10",49,49,44,44,41,37,37,32,58,60,76,73,82,103,116,135,139,127,118,116,132,132,116,113
"2018/11/06","大里","SO2",2.1,2.7,2.9,3.4,2.3,3,2.8,2.3,3.4,2.7,2.4,3.1,2.6,3.7,4.9,7,7.2,5.7,7.1,6.5,4.8,3.7,3.4,3.6
"2018/11/07","大里","CO",0.85,0.78,0.75,0.63,0.72,0.81,1,1.19,1.2,1.05,0.83,0.77,0.65,0.46,0.35,0.31,0.42,0.78,0.87,0.74,0.6,0.59,0.61,0.58
"2018/11/07","大里","NOx",24,23,19,14,18,21,33,45,50,46,31,27,22,17,17,19,22,38,48,32,26,25,29,29
"2018/11/07","大里","O3",19,16,13,13,9.2,6.5,5.1,7.7,12,28,60,70,86,87,66,50,43,24,7.3,19,22,20,8.4,7.2
"2018/11/07","大里","PM10",134,153,145,114,98,98,108,106,117,131,155,155,141,110,92,67,59,53,68,76,81,83,76,83
"2018/11/07","大里","SO2",3.5,3.5,2.5,2.3,2.3,2.4,3.3,3.5,4.2,4.7,4.2,5.7,4.9,3.2,3.6,3.2,2.7,3,3.3,3.2,2.8,3.2,2.8,3.3
"2018/11/08","大里","CO",0.53,0.45,0.43,0.42,0.48,0.43,0.56,0.67,0.67,0.5,0.43,0.46,0.4,0.37,0.53,0.37,0.45,0.62,0.98,1.44,1.09,0.95,1,0.72
"2018/11/08","大里","NOx",23,17,14,13,15,13,20,21,21,19,16,15,13,13,25,21,24,29,41,71,63,51,58,31
"2018/11/08","大里","O3",11,15,18,15,12,13,9.7,17,26,40,55,73,79,92,73,61,50,41,26,5.3,4.2,4.1,4.1,6
"2018/11/08","大里","PM10",76,86,71,72,71,69,75,73,79,85,99,108,99,85,90,83,85,67,72,83,97,112,120,92
"2018/11/08","大里","SO2",2.6,2.2,1.8,1.7,2,1.8,1.9,2.2,3,3.1,2.9,3,2.7,2.5,7.8,4.6,6.3,5.5,4.3,6.3,7.1,7,5.6,4
"2018/11/09","大里","CO",0.9,0.51,0.35,0.58,0.56,0.56,0.52,0.93,1.06,0.95,0.64,0.46,0.49,0.47,0.53,0.55,0.6,0.75,0.83,0.75,0.77,0.66,0.63,0.64
"2018/11/09","大里","NOx",48,28,18,28,26,26,24,43,48,38,26,16,15,15,16,17,19,26,30,28,30,26,22,25
"2018/11/09","大里","O3",4,7.6,9.9,4.2,3.8,4.7,5.8,7.2,16,40,60,75,95,87,77,76,60,37,20,15,9.9,12,12,8.4
"2018/11/09","大里","PM10",90,69,77,65,58,63,51,44,51,64,96,97,99,89,NA,92,89,76,68,58,51,46,45,44
"2018/11/09","大里","SO2",3.8,3.5,2.8,3.5,2.3,2.3,2.2,3.1,3.6,3.3,4.6,3.5,3.4,2.6,1.7,1.9,2,2.2,2.5,2.5,2.5,2.4,2.1,2.2
"2018/11/10","大里","CO",0.53,0.53,0.58,0.5,0.54,0.65,0.77,0.79,0.86,0.96,0.92,0.65,0.61,0.58,0.54,0.55,0.65,0.86,0.73,0.91,0.98,0.91,0.9,0.86
"2018/11/10","大里","NOx",20,21,22,19,19,23,29,27,28,35,35,22,17,14,13,15,24,34,25,34,33,31,30,25
"2018/11/10","大里","O3",11,11,5.9,8.7,9.8,5.5,5,7.1,12,16,25,48,65,78,80,80,61,43,51,30,22,23,20,19
"2018/11/10","大里","PM10",42,31,26,26,28,29,25,32,55,76,92,98,95,104,112,122,127,132,128,126,111,113,115,115
"2018/11/10","大里","SO2",1.9,2.1,2.3,2.3,2.4,2.2,2,1.9,2.1,2.5,2.8,2.9,2.8,2.6,2.4,2.6,4.7,5.8,2.8,4,4.3,4.7,4.9,4.2
"2018/11/11","大里","CO",0.85,0.76,0.65,0.62,0.71,0.77,0.59,0.6,0.71,0.77,0.78,0.58,0.42,0.41,0.41,0.38,0.41,0.52,0.56,0.61,0.69,0.66,0.68,0.7
"2018/11/11","大里","NOx",25,23,20,19,23,26,21,18,20,21,23,17,12,11,12,12,13,19,21,25,30,28,29,27
"2018/11/11","大里","O3",14,13,14,14,11,8.2,15,15,24,42,59,57,60,65,67,58,54,43,36,27,18,14,14,9.1
"2018/11/11","大里","PM10",122,116,108,107,110,121,96,78,71,92,115,113,101,82,74,70,68,59,64,63,75,69,68,64
"2018/11/11","大里","SO2",4.2,3.2,3.3,3,4.6,4.8,3.1,2.6,3,3.4,3,2.8,2.4,2.1,2.3,2.1,2.3,2.5,2.8,3.3,2.6,2.4,2.5,2.7
"2018/11/12","大里","CO",0.66,0.71,0.65,0.59,0.6,0.6,0.63,0.94,1,0.98,0.67,0.83,0.42,0.38,NA,NA,0.4,0.62,0.62,0.83,0.97,0.94,0.82,0.64
"2018/11/12","大里","NOx",22,21,22,21,19,18,24,34,44,36,22,35,18,16,NA,NA,NA,24,24,33,43,39,30,21
"2018/11/12","大里","O3",7.6,6.8,4.8,5.2,5,5.5,4.6,5.5,6.7,24,44,40,42,47,50,NA,50,34,29,18,7.6,6.6,9.4,12
"2018/11/12","大里","PM10",60,67,64,74,66,65,56,56,62,64,63,77,60,58,58,NA,49,43,51,60,68,69,62,55
"2018/11/12","大里","SO2",2.3,2.1,1.8,1.6,1.7,3.2,3,4.1,4.1,3.9,3.5,3.7,3.8,3.8,NA,NA,3.2,3.1,3.4,3.7,5.4,3.8,5.1,3.5
"2018/11/13","大里","CO",0.62,0.59,0.53,0.53,0.47,0.67,0.69,0.9,0.74,0.52,0.45,0.36,0.38,0.37,0.35,0.36,0.49,0.63,0.71,0.66,0.51,0.51,0.57,0.58
"2018/11/13","大里","NOx",23,25,22,20,18,24,31,44,30,19,16,12,12,13,12,14,23,26,29,27,21,21,22,25
"2018/11/13","大里","O3",10,4.6,4.7,4.7,6.3,4.6,4.7,5.9,18,32,44,53,62,67,65,57,41,29,21,20,24,23,17,11
"2018/11/13","大里","PM10",49,63,53,53,47,53,48,55,38,30,26,28,32,30,32,27,32,40,38,36,31,28,31,34
"2018/11/13","大里","SO2",1.9,2.4,2,1.9,2,1.9,2.3,3.1,2.5,1.7,1.7,1.7,1.9,1.8,1.7,1.5,2,1.9,2.4,2.7,2.4,2.5,1.9,2.3
"2018/11/14","大里","CO",0.48,0.47,0.46,0.43,0.5,0.48,0.57,0.82,0.96,0.87,0.64,0.39,0.38,0.36,0.34,0.39,0.48,0.88,0.53,0.51,0.63,0.63,0.67,0.56
