"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/29","µæ¼d","O3",31,33,32,32,33,28,26,18,17,22,24,23,22,24,24,24,25,24,23,27,28,27,28,31
"2018/01/29","µæ¼d","PM10",8,6,8,6,3,4,6,7,12,17,17,16,17,17,12,9,10,14,16,17,21,24,24,25
"2018/01/29","µæ¼d","SO2",0.4,1,0.9,1,0.9,1,1,1.4,1.7,1.2,1.2,1.1,1.1,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1,1.1,1.2
"2018/01/30","µæ¼d","CO",0.44,0.31,0.26,0.24,0.22,0.27,0.36,0.55,0.49,0.43,0.41,0.4,0.41,0.39,0.38,0.39,0.41,0.54,0.6,0.46,0.42,0.41,0.42,0.4
"2018/01/30","µæ¼d","NOx",9.1,7.9,6.5,6,5.4,9.4,15,23,22,24,NA,22,23,22,20,23,23,27,28,24,21,18,16,16
"2018/01/30","µæ¼d","O3",35,35,36,36,37,32,27,22,25,24,26,25,24,25,28,24,24,20,18,22,25,28,29,30
"2018/01/30","µæ¼d","PM10",20,18,18,13,11,11,14,13,10,15,NA,25,21,12,11,13,13,16,19,15,14,15,13,10
"2018/01/30","µæ¼d","SO2",1.3,1.2,1.3,1.2,1.2,1.2,1.3,1.5,2.5,2.5,1.6,1.7,3.3,2.7,1.7,2.1,2.6,2.7,3,3.4,3.2,2.8,1.7,1.8
"2018/01/31","µæ¼d","CO",0.38,0.36,0.36,0.37,0.44,0.49,0.43,0.75,0.75,0.61,0.54,0.51,0.56,0.64,0.81,0.58,0.39,0.4,0.38,0.3,0.3,0.34,0.38,0.4
"2018/01/31","µæ¼d","NOx",13,13,14,14,22,18,14,30,32,32,27,21,23,28,38,39,21,17,15,12,14,14,12,9.4
"2018/01/31","µæ¼d","O3",31,30,28,27,17,22,29,18,17,18,20,26,25,20,13,13,24,28,30,30,28,29,33,36
"2018/01/31","µæ¼d","PM10",14,17,12,11,17,16,12,17,20,19,21,25,21,15,17,17,13,9,6,3,2,4,6,8
"2018/01/31","µæ¼d","SO2",1.4,4,3.4,3,2.2,1.6,1.5,2.2,2.1,2,2.6,3.4,4.8,3.3,2.1,2.3,1.7,1.5,1.5,1.4,1.4,1.5,1.3,1.2
"2018/02/01","µæ¼d","CO",0.45,0.53,0.51,0.48,0.51,0.58,0.67,0.89,1.01,0.87,0.91,0.9,0.81,1.03,0.89,0.76,0.84,0.91,0.86,0.84,0.66,0.57,0.67,0.54
