"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/28","¼é¦{","O3",29,21,6.5,6.1,8.6,6.1,4.4,5,15,21,31,39,57,63,58,54,51,49,32,25,21,11,7.3,8.7
"2018/01/28","¼é¦{","PM10",69,56,55,61,68,62,66,73,91,103,103,103,93,94,76,55,40,41,48,65,76,82,71,63
"2018/01/28","¼é¦{","SO2",1.6,2,1.9,2,1.9,1.9,1.8,1.8,2.3,2.4,6,10,2.7,2.5,2.4,2.3,2.4,2.5,2.2,3,2.7,2.5,2.2,1.9
"2018/01/29","¼é¦{","CO",0.38,0.36,0.33,0.31,0.3,0.3,0.31,0.34,0.37,0.38,0.35,0.46,0.54,0.52,0.32,0.3,0.3,0.32,0.33,0.34,0.36,0.52,0.5,0.47
"2018/01/29","¼é¦{","NOx",16,17,17,16,15,15,15,17,20,20,19,41,44,38,20,18,20,19,16,16,18,35,31,26
"2018/01/29","¼é¦{","O3",5.1,4.8,5.1,4.2,4.6,5,3.2,2.8,3.6,6,11,4,8.9,16,22,24,25,27,26,23,16,2.4,2.9,2.6
"2018/01/29","¼é¦{","PM10",57,47,40,36,38,38,45,53,62,61,52,61,83,97,88,73,71,73,73,64,62,68,69,77
"2018/01/29","¼é¦{","SO2",1.8,1.5,1.5,1.6,1.5,1.7,2,1.7,1.7,1.6,1.9,4.8,5.2,3.9,3.5,3.4,3.3,3,2.6,2.2,2,3.2,2.7,3
"2018/01/30","¼é¦{","CO",0.48,0.48,0.46,0.48,0.5,0.49,0.49,0.62,0.62,0.67,0.57,NA,0.62,0.59,0.56,0.51,0.58,0.52,0.53,0.53,0.49,0.51,0.53,0.51
"2018/01/30","¼é¦{","NOx",24,23,20,19,18,17,18,25,26,31,19,NA,21,19,18,17,38,23,21,24,19,18,17,16
"2018/01/30","¼é¦{","O3",3.2,2.8,1.8,0.8,0.8,1.5,1.5,2.6,4.3,7.7,NA,29,45,55,56,54,33,32,24,19,18,16,12,10
"2018/01/30","¼é¦{","PM10",70,78,68,53,41,41,40,45,37,42,NA,NA,49,68,75,81,72,78,74,83,76,79,71,70
"2018/01/30","¼é¦{","SO2",2.2,2.3,2.1,1.9,1.8,1.8,1.8,1.8,1.9,5.3,2.6,NA,4.6,4.7,3.4,2.4,17,6,4.9,3.5,2.5,2,1.9,1.7
"2018/01/31","¼é¦{","CO",0.5,0.51,0.51,0.5,0.5,0.51,0.53,0.54,0.61,0.48,0.5,0.49,0.59,0.55,0.52,0.48,0.49,0.5,0.52,0.49,0.52,0.45,0.4,0.4
"2018/01/31","¼é¦{","NOx",15,16,16,15,16,16,18,20,23,13,17,14,20,19,15,14,17,18,20,18,20,18,15,13
"2018/01/31","¼é¦{","O3",8.2,4.8,3.7,1.7,1.1,1.2,1.2,2.9,7.2,22,34,55,67,84,93,90,62,45,34,31,22,20,18,17
"2018/01/31","¼é¦{","PM10",68,66,67,61,66,58,55,42,48,44,53,58,75,NA,74,97,87,85,81,85,94,87,85,79
"2018/01/31","¼é¦{","SO2",1.4,1.5,1.4,1.3,1.3,1.3,1.3,1.3,1.6,1.5,2.1,3.2,5,4.2,2.9,2.8,2.5,2.3,2.2,1.9,1.9,1.5,1.2,1
