"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/16","¤g«°","CO",0.66,0.5,0.42,0.31,0.27,0.39,0.64,1.81,1.56,1.43,0.54,0.54,0.53,0.54,0.63,0.64,0.92,1.16,1.62,1.39,1.17,1.27,1.31,1.32
"2018/01/16","¤g«°","NOx",53,35,33,22,15,36,64,174,92,77,39,45,39,38,47,51,65,94,121,100,82,88,93,93
"2018/01/16","¤g«°","O3",2,2.1,2,6.4,10,2.7,2.5,3.4,6.5,17,27,36,58,59,37,24,6.3,2.9,3.1,2.5,2.2,3.6,2.1,2.2
"2018/01/16","¤g«°","PM10",29,18,18,27,27,20,14,25,46,57,55,48,52,NA,68,76,76,77,86,86,76,68,66,68
"2018/01/16","¤g«°","SO2",3.4,2.5,2.6,2.6,2,1.7,1.8,4.7,5.1,4.6,4.1,6.5,7.3,7,5.7,6.9,5.1,5.5,5.6,4.6,4,3.9,4.7,4.5
"2018/01/17","¤g«°","CO",1.23,1.11,1.04,0.77,0.7,0.76,0.65,0.6,0.77,0.96,0.47,0.41,0.44,0.34,0.31,0.33,0.41,0.52,0.6,0.56,0.58,0.56,0.53,0.38
"2018/01/17","¤g«°","NOx",83,83,84,59,55,66,52,29,39,51,29,21,24,17,17,17,21,23,23,22,20,19,18,14
"2018/01/17","¤g«°","O3",2.2,2.2,2.1,2,1.9,2.4,3.8,12,8.3,10,22,33,37,47,49,52,47,40,36,34,31,30,32,37
"2018/01/17","¤g«°","PM10",68,66,61,52,49,49,60,65,63,70,62,49,46,41,41,50,59,57,55,53,48,43,35,31
"2018/01/17","¤g«°","SO2",4.4,4.9,5.4,7.2,6.8,5.8,5.2,4.2,2.8,3,2.3,2.2,2,4.6,4.2,3.2,3,1.8,1.3,1.1,0.9,0.9,0.9,0.8
