"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/07/09","竹山","NOx",3.6,4,4.3,3.4,4.5,7.8,6.4,6.7,6,4.6,6.5,6.1,5.5,6.2,7.5,NA,7.8,10,13,17,21,17,15,12
"2018/07/09","竹山","O3",5.3,4.5,2.8,3.2,4.2,2.7,5.5,9,17,34,49,56,64,71,72,NA,52,42,29,16,9.6,8.3,5.5,6.1
"2018/07/09","竹山","PM10",31,30,28,32,32,29,28,31,30,22,22,29,24,19,31,NA,38,38,42,47,50,47,41,40
"2018/07/09","竹山","SO2",2.1,1.8,1.8,1.9,2,2.3,2.5,2.3,2.2,1.2,1.5,2,1.6,2.3,3.9,NA,3.4,3.6,3.8,4.9,4.4,3.6,2.3,2.2
"2018/07/10","竹山","CO",0.35,0.36,0.32,0.32,0.31,0.31,0.31,0.34,NA,0.18,0.18,NA,NA,NA,0.14,0.14,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.08
"2018/07/10","竹山","NOx",9.7,9.1,7.4,6.7,6,7.1,6.6,8.6,NA,6.6,4.8,NA,NA,5.2,5.3,5.7,4.9,5,5.1,5.4,5.9,5.1,3.8,3.1
"2018/07/10","竹山","O3",9,8,9.7,7.6,5.5,4.1,7.3,11,16,32,48,59,NA,NA,39,36,42,32,23,18,15,14,13,12
"2018/07/10","竹山","PM10",41,42,42,40,36,35,40,41,39,40,40,43,53,60,48,38,36,38,40,38,37,32,27,26
"2018/07/10","竹山","SO2",2,2.2,2.1,1.9,1.5,1.7,1.8,2.2,NA,2.4,2.5,NA,NA,2.6,2.3,3,2.3,2,1.8,1.8,2.5,2,2.1,1.8
"2018/07/11","竹山","CO",0.08,0.11,0.11,0.09,0.09,0.09,0.13,0.16,0.21,0.16,0.15,0.19,0.14,0.18,0.15,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.22
"2018/07/11","竹山","NOx",3,4.1,5.4,4.7,3.2,3,3.6,6.9,7.9,4.8,4.4,12,5.3,17,8.8,15,5.9,5.8,6.2,6.7,8.2,7.3,8.8,10
"2018/07/11","竹山","O3",10,12,11,12,12,15,13,15,21,28,30,31,39,35,38,43,51,48,39,32,24,19,14,9.9
"2018/07/11","竹山","PM10",24,23,20,19,19,17,12,14,24,29,39,43,35,35,38,38,41,41,37,32,30,31,33,31
"2018/07/11","竹山","SO2",1.8,2.1,2.1,1.7,1.2,1.4,1.8,1.9,2,2.1,2,2,2.3,2.5,2.1,2.5,2.6,2.5,2.5,2.6,2.6,2.9,4,3
"2018/07/12","竹山","CO",0.2,0.19,0.16,0.15,0.17,0.21,0.21,0.26,0.32,0.17,0.14,0.16,0.25,0.31,0.34,0.31,0.39,0.36,0.33,0.33,0.36,0.42,0.28,0.26
"2018/07/12","竹山","NOx",8.2,7.4,6.3,6.4,8,8.2,9.3,11,14,7.6,4.8,3.5,7,11,14,35,39,16,11,11,13,15,9.3,10
"2018/07/12","竹山","O3",10,8.9,8.8,9,5.4,4.6,5.3,7.1,8.5,20,35,48,65,52,48,36,24,27,26,22,15,7.8,7.6,6.6
"2018/07/12","竹山","PM10",30,30,28,32,34,35,35,32,33,32,20,18,30,41,41,38,45,44,40,42,39,35,36,35
"2018/07/12","竹山","SO2",2.4,4.1,3,2.8,2.3,3.7,2.7,3.8,4.1,2.9,3.1,3.2,4.9,4.7,5,4,4.6,4.5,3.9,3.9,4.2,4.3,3.3,3.4
"2018/07/13","竹山","CO",0.24,0.22,0.19,0.2,0.22,0.28,0.28,0.38,0.32,0.25,0.19,0.23,0.23,NA,NA,NA,NA,NA,0.4,0.25,0.33,0.21,0.15,0.11
"2018/07/13","竹山","NOx",8.3,8.7,6.7,7.6,8.4,10,11,13,14,11,6.5,7.3,6.8,5,NA,NA,NA,NA,11,10,10,8.1,6.5,4.5
"2018/07/13","竹山","O3",5.7,5.4,6.9,4.7,4.5,3.7,5.9,12,19,31,44,66,81,42,NA,NA,NA,NA,3.9,14,11,10,11,12
"2018/07/13","竹山","PM10",30,29,33,38,33,30,31,35,40,36,29,39,55,NA,NA,NA,NA,NA,28,26,28,31,29,30
"2018/07/13","竹山","SO2",2.4,1.7,1.5,1.8,1.7,1.9,2.1,4.1,4.7,5.7,2.9,2.6,2.6,NA,NA,NA,NA,NA,6.2,6.3,6.5,6.5,6.5,6.2
"2018/07/14","竹山","CO",0.16,0.16,0.16,0.15,0.18,0.18,0.19,0.3,0.24,0.2,0.22,0.25,0.21,0.18,0.2,0.22,0.21,0.18,0.23,0.22,0.26,0.21,0.21,0.22
"2018/07/14","竹山","NOx",5.9,3.9,3.8,4.2,5.1,4.9,7.2,9.6,6.5,4.9,6.9,6.1,5.4,5,6.1,21,15,5.7,7.5,7.7,7.3,2.8,6,6.6
"2018/07/14","竹山","O3",8.6,10,9.2,8.3,8.2,8.2,8.6,15,28,38,56,75,73,66,68,41,43,45,38,29,22,21,17,16
"2018/07/14","竹山","PM10",33,34,33,29,30,32,30,32,32,22,26,44,46,38,48,52,37,26,23,25,31,35,39,40
"2018/07/14","竹山","SO2",2.7,1.3,1.3,1.4,1.3,1.8,2.5,2.4,2,2.1,3,3.2,2.5,2,3.1,1.8,1.7,1.1,1.7,1.3,1.9,1.6,1.5,1.6
"2018/07/15","竹山","CO",0.2,0.12,0.1,0.11,0.08,0.11,0.15,0.17,0.16,0.12,0.1,0.11,0.13,0.13,0.13,0.26,0.36,0.46,0.49,0.44,0.35,0.35,0.31,0.28
"2018/07/15","竹山","NOx",5.3,5.3,3.9,4.9,4,5.1,5.6,6.4,6.7,6.3,3.1,3,4,3.5,4.1,6,7.4,11,15,15,9.9,9.7,8.3,6.6
"2018/07/15","竹山","O3",16,16,14,11,7.5,6.7,8.9,14,19,28,32,41,52,56,63,78,82,73,56,49,45,32,32,35
"2018/07/15","竹山","PM10",39,38,36,39,41,42,45,47,48,48,36,28,32,33,37,58,75,79,81,79,78,81,91,89
"2018/07/15","竹山","SO2",1.4,1.7,1.8,1.7,1.6,1.5,1.7,1.7,2,2.3,1.9,1.8,2.2,2.2,2.2,4.2,5.6,7.2,8.5,7.8,4.9,3.2,3.1,3.7
"2018/07/16","竹山","CO",0.27,0.29,0.25,0.22,0.21,0.22,0.2,0.24,0.21,0.15,0.16,0.19,0.24,0.27,0.37,0.25,0.21,0.23,0.23,0.31,0.34,0.41,0.38,0.26
"2018/07/16","竹山","NOx",6.8,6.2,5.6,5,5.6,7.4,7.3,8.7,7.8,5,4.8,4.4,7.2,9.4,10,11,15,9.6,10,12,13,11,10,8
"2018/07/16","竹山","O3",20,14,13,9,8.5,5.1,6.4,13,31,47,55,64,72,79,89,71,60,66,63,51,39,32,29,27
"2018/07/16","竹山","PM10",80,78,72,58,54,51,47,48,52,51,50,51,54,66,85,83,74,67,60,63,69,75,76,69
"2018/07/16","竹山","SO2",2.4,3.1,2.8,2.6,2.4,2.5,2.6,3.5,3,3,2.9,3,3.3,3.6,6.1,4.9,5.2,5.7,5.1,4.7,4.2,4,3.8,3.7
"2018/07/17","竹山","CO",0.25,0.24,0.23,0.22,0.22,0.28,0.27,0.23,0.23,0.16,0.17,0.18,0.22,0.2,0.21,0.2,0.19,0.23,0.27,0.26,0.27,0.23,0.21,0.23
"2018/07/17","竹山","NOx",7.3,6.7,6.8,6.4,7.1,9.9,8.5,7.6,6,4.5,6.6,6.6,7.1,6,9.6,8.8,8.1,10,11,11,11,9.5,8.5,12
"2018/07/17","竹山","O3",21,20,20,17,12,13,17,26,52,52,67,73,87,88,93,95,91,84,76,62,53,42,41,23
"2018/07/17","竹山","PM10",67,66,55,51,53,56,57,52,55,46,36,41,44,48,62,75,69,75,87,86,77,72,70,73
"2018/07/17","竹山","SO2",3.4,1.7,1.8,1.9,1.3,1.8,1.5,1.6,1.9,2,2.8,2.7,2.8,2.5,5.6,5.3,5.2,5.1,4.8,4.2,3.3,2.6,2.6,3.3
"2018/07/18","竹山","CO",0.16,0.22,0.22,0.23,0.22,0.26,0.26,0.32,0.26,0.21,0.18,0.17,0.2,0.2,0.19,0.24,0.23,0.24,0.28,0.27,0.2,0.24,0.25,0.17
"2018/07/18","竹山","NOx",10,7.1,6.3,6.6,6,6.9,7.2,10,6.9,4.3,3.1,3.8,4,4.1,5.5,7.4,6.9,8.3,8.9,7.8,5.4,5.8,7,5.2
"2018/07/18","竹山","O3",24,19,14,8.7,9.5,9.7,13,17,33,44,45,53,58,62,67,68,54,41,53,42,28,20,15,15
"2018/07/18","竹山","PM10",71,61,53,49,48,48,44,46,48,42,39,35,31,31,49,62,52,34,36,39,33,31,32,33
"2018/07/18","竹山","SO2",3.9,3.1,2.3,2.1,2,2,2.1,2.6,2.9,2.7,2.5,2.7,2.6,2.7,4.2,3.7,2.2,2.2,2.6,2.6,2.4,2.7,2.9,2.5
"2018/07/19","竹山","CO",0.18,0.11,0.08,0.08,0.07,0.17,0.16,0.21,0.11,0.08,0.09,0.11,0.11,0.13,0.3,0.28,0.22,0.24,0.2,0.17,0.14,0.12,0.12,0.13
"2018/07/19","竹山","NOx",4.2,7.4,6.2,6.2,6.4,10,10,10,6.2,5.1,4.9,2.7,4.7,4.8,12,13,10,9.8,7.9,7.2,6.6,5.6,4.9,7
"2018/07/19","竹山","O3",13,8.1,8.3,9.4,9.7,5.1,9.9,18,28,35,43,53,65,76,85,77,64,52,45,40,34,30,29,29
"2018/07/19","竹山","PM10",33,34,28,31,31,27,37,39,28,22,23,31,39,48,62,60,47,44,40,37,34,31,33,33
"2018/07/19","竹山","SO2",2,1.2,1.1,1.2,1.4,1.1,1.7,1.9,1.6,1.4,1.4,1.7,1.9,2.4,5.9,3.6,3.4,2.3,1.8,2.1,2,1.7,1.4,1.7
"2018/07/20","竹山","CO",0.13,0.17,0.15,0.16,0.15,0.19,0.17,0.19,0.13,0.13,0.14,NA,0.12,0.1,0.18,0.23,0.21,0.19,0.17,0.16,0.14,0.14,0.14,0.12
"2018/07/20","竹山","NOx",6.5,4.8,4.1,5,4.7,6.4,5.7,6.8,3.7,3.8,4.4,NA,5.4,4.9,7.9,11,11,10,9.8,8.6,7.5,7.6,7.3,6.1
"2018/07/20","竹山","O3",19,15,13,12,12,9.8,10,21,34,39,48,51,52,61,69,60,50,37,29,21,19,19,19,23
"2018/07/20","竹山","PM10",37,38,34,35,34,34,36,29,28,28,31,NA,25,32,49,53,45,38,30,27,24,26,31,30
"2018/07/20","竹山","SO2",1.6,0.4,0.3,0.4,0.4,0.8,0.6,0.8,0.9,0.9,1.1,NA,2.1,2.1,3.6,4.1,2.1,2.1,2.1,2.1,2.2,2.2,2.1,2.1
"2018/07/21","竹山","CO",0.12,0.14,0.14,0.14,0.15,0.24,0.19,0.21,0.14,0.11,0.14,0.13,0.14,0.17,0.2,0.22,0.24,0.22,0.22,0.22,0.2,0.25,0.27,0.18
"2018/07/21","竹山","NOx",7,6.6,6.6,6.9,6.6,9.2,7.5,10,6.1,4.8,5.6,5.4,4.9,5.9,8.7,9.3,12,11,11,11,9.6,11,12,8.2
"2018/07/21","竹山","O3",21,18,12,9.8,9.1,6.8,8.3,14,30,36,51,54,62,70,58,45,36,28,24,22,16,9.9,6.4,9.1
"2018/07/21","竹山","PM10",26,29,36,40,37,35,34,35,34,26,31,40,37,37,34,31,33,35,34,26,27,33,33,37
"2018/07/21","竹山","SO2",1.6,1.9,1.7,1.6,1.9,2.1,1.9,3.2,2.3,1.9,2.1,2.1,2.1,2,1.8,1.9,1.9,1.8,1.9,1.8,1.9,2.1,2.4,2
"2018/07/22","竹山","CO",0.16,0.21,0.19,0.18,0.17,0.18,0.18,0.2,0.18,0.19,0.2,0.19,0.17,0.14,0.15,0.2,0.21,0.28,0.28,0.19,0.2,0.19,0.22,0.18
"2018/07/22","竹山","NOx",6.9,7.8,7.2,6.5,5.6,5.2,5.6,5.8,5.2,3.9,4.4,3.5,5.1,3.5,3.4,5.4,8.3,10,11,6.4,6.5,6.6,9.1,6.3
"2018/07/22","竹山","O3",11,8.2,6.9,11,8.8,9.9,12,12,21,41,52,55,43,40,42,56,56,48,29,22,26,21,15,14
"2018/07/22","竹山","PM10",39,36,32,28,29,31,38,42,36,35,37,40,34,25,21,25,37,45,44,39,30,25,29,32
"2018/07/22","竹山","SO2",1.6,1.7,1.6,1.5,1.4,1.5,1.9,1.9,1.8,2.4,2.3,2.3,2.4,1.5,1.7,2.9,3.8,3.1,2.8,2,2,1.8,1.7,1.8
"2018/07/23","竹山","CO",0.15,0.15,0.15,0.15,0.17,0.24,0.3,0.32,0.42,0.22,0.23,NA,0.19,0.15,0.14,0.15,0.14,0.14,0.16,0.21,0.25,0.26,0.24,0.22
"2018/07/23","竹山","NOx",4.4,5.1,5,5.6,6.6,8.3,11,11,13,6.2,7,NA,6.8,5.3,5.7,6.1,6.8,7.6,9.1,12,13,13,13,12
"2018/07/23","竹山","O3",11,16,19,18,15,14,12,15,27,48,66,NA,63,62,57,52,43,32,28,26,21,15,8.7,8.8
"2018/07/23","竹山","PM10",31,35,39,38,39,43,46,48,46,43,43,NA,45,44,41,38,32,28,25,28,31,30,33,33
"2018/07/23","竹山","SO2",1.3,2.1,2,1.8,2,2,2.7,2.5,2.5,2.6,4,NA,2.9,2.9,3.1,2.8,2.8,2.9,2.9,2.8,2.9,3,2.9,3
"2018/07/24","竹山","CO",0.2,0.19,0.18,0.18,0.18,0.17,0.24,0.23,0.21,0.14,0.18,0.17,0.16,0.19,0.15,0.15,0.28,0.3,0.23,0.25,0.21,0.15,0.18,0.21
"2018/07/24","竹山","NOx",9.1,6.8,6.7,7.1,6.2,6.9,8.3,9.6,6.1,2.7,4.7,3.7,3.9,5.2,4,4.9,11,13,8.1,10,8.9,4.6,7.2,6.6
"2018/07/24","竹山","O3",8.2,4.3,4.7,2.8,4.2,5.4,5.5,9.3,20,28,43,47,46,40,33,33,22,15,14,8.2,7.4,9.9,6.5,5.7
"2018/07/24","竹山","PM10",34,35,32,32,34,36,35,34,35,36,41,43,40,41,38,25,18,24,28,27,26,26,28,26
"2018/07/24","竹山","SO2",2.9,1.2,1.1,1.3,1.4,1.2,1.7,2.1,1.4,1.4,2.4,2.1,1.9,2.3,1.2,1,2.4,1.8,0.9,1.2,1.5,1.4,2,1.5
"2018/07/25","竹山","CO",0.16,0.13,0.12,0.13,0.14,0.21,0.27,0.24,0.24,0.11,0.13,0.13,0.16,0.18,0.16,0.21,0.17,0.2,0.22,0.2,0.2,0.22,0.19,0.24
"2018/07/25","竹山","NOx",5.7,5.2,5.2,5.8,5.8,8.7,9.4,8.7,9.7,5.2,4.9,3.9,4,4.6,5.2,NA,13,8.5,8.8,8.1,7.2,9.1,9.3,7.9
"2018/07/25","竹山","O3",5.5,6.1,5.8,4.9,4.7,2.3,5.2,11,15,24,34,43,55,61,53,35,34,30,21,18,13,11,11,8.3
"2018/07/25","竹山","PM10",27,31,32,32,28,28,33,30,26,24,22,24,31,42,43,39,32,25,24,25,28,32,35,36
"2018/07/25","竹山","SO2",1.2,1.7,1.5,1.6,1.4,1.6,2,2.4,2.3,1.7,2.1,2.1,2.4,2.5,2.5,1.9,1.7,1.9,1.8,1.9,1.9,2.1,2.1,2.2
"2018/07/26","竹山","CO",0.18,0.13,0.12,0.12,0.11,0.14,0.17,0.18,0.18,0.12,0.1,0.15,0.15,0.16,0.13,0.11,0.13,0.16,0.11,0.14,0.15,0.13,0.13,0.09
"2018/07/26","竹山","NOx",6.1,4.9,5.7,5.9,4.5,6,7.2,9.2,8.1,5.6,3.8,5.9,5.1,4.8,4.9,5,8.3,7.4,5.7,6.2,7.6,7.3,6.9,5.1
"2018/07/26","竹山","O3",8.7,8.6,8,6.7,6.2,4.3,6,9.8,22,32,40,55,65,71,66,55,43,33,27,19,12,8,6.6,8.2
"2018/07/26","竹山","PM10",37,39,35,35,36,36,39,41,42,41,34,32,40,53,63,63,63,56,39,32,36,35,36,42
"2018/07/26","竹山","SO2",1,1.9,1.8,2.3,2,1.6,1.9,3.3,3.2,3,2.6,3.5,3,3,2.9,3.1,2.8,2.2,1.8,1.8,2.2,2.3,2.3,2.3
"2018/07/27","竹山","CO",0.08,0.16,0.13,0.1,0.1,0.19,0.25,0.16,0.15,0.12,0.14,0.13,0.13,0.14,0.16,0.17,0.23,0.22,0.17,0.16,0.19,0.3,0.19,0.21
"2018/07/27","竹山","NOx",NA,6.7,6.2,4.7,4.2,7,9.2,6.6,6.5,5.6,5.8,4.1,4.6,7.6,18,8.4,10,10,7.2,8.3,7.9,11,6.8,7.2
"2018/07/27","竹山","O3",9.6,6,5.7,7.4,8.8,5,4.9,11,20,27,33,49,51,46,34,35,25,20,29,32,26,21,20,14
"2018/07/27","竹山","PM10",40,36,39,37,34,33,38,45,43,36,36,46,50,44,38,30,25,31,32,22,18,23,23,25
"2018/07/27","竹山","SO2",1.6,2,1.8,2,1.8,2,2.4,2.7,2.4,2.5,2.9,2.6,3,2.5,2.2,1.9,2.2,2.3,2.3,3.8,3.2,2.3,2.2,2.3
"2018/07/28","竹山","CO",0.18,0.2,0.19,0.19,0.18,0.23,0.19,0.24,0.23,0.21,0.21,0.26,0.33,0.22,0.21,0.2,0.19,0.21,0.23,0.23,0.2,0.18,0.15,0.16
"2018/07/28","竹山","NOx",7.4,6.9,6.2,6.3,6,7.5,6.4,8.5,8.4,5.7,5.6,6.8,7.4,5.9,5.9,5.4,5.5,6.2,7.3,7,7.3,6.1,5.6,6.2
"2018/07/28","竹山","O3",11,9.7,9.6,8.1,7.7,5.9,8.2,12,18,27,43,51,67,62,58,52,43,37,28,22,21,21,23,22
"2018/07/28","竹山","PM10",30,26,26,31,32,32,33,31,28,28,27,28,32,38,41,40,36,32,37,40,33,26,20,19
"2018/07/28","竹山","SO2",2.3,1.7,1.8,1.5,1.6,1.8,1.9,2.2,2.1,2,2.1,4.1,5.3,3.1,2.9,2.8,2.5,2.3,2.2,1.9,2,2,2,1.8
"2018/07/29","竹山","CO",0.14,0.09,0.09,0.09,0.09,0.12,0.15,0.17,0.13,0.14,0.09,0.09,0.11,0.1,0.1,0.11,0.12,0.17,0.12,0.14,0.13,0.13,0.12,0.11
"2018/07/29","竹山","NOx",4.7,4.2,3.2,3.3,3.5,4.2,5.3,5.6,4.7,4.6,2.3,2.7,3.1,3.1,3.5,5.1,5.7,7.5,6.3,7.8,5.9,5.6,5.1,4.9
"2018/07/29","竹山","O3",19,17,16,16,13,15,13,16,26,35,37,42,46,46,53,63,59,51,41,32,24,18,15,12
"2018/07/29","竹山","PM10",21,20,25,30,30,33,36,37,34,30,26,23,24,25,26,34,42,41,33,28,31,32,32,30
"2018/07/29","竹山","SO2",1.7,1.8,1.8,1.8,1.9,1.8,2.2,2.5,2.3,2.2,2.3,2.3,2.3,2.2,2.5,3.3,3.5,2.9,2.1,2.1,2.4,2.4,2.5,2
"2018/07/30","竹山","CO",0.09,0.07,0.06,0.06,0.07,0.08,0.15,0.2,0.11,0.12,0.11,0.1,0.1,0.11,0.09,0.09,0.11,0.16,0.13,0.1,0.1,0.14,0.12,0.1
"2018/07/30","竹山","NOx",4.5,4.9,5,5.2,4.9,4.8,8.1,8.8,4.8,3.1,7,5.7,6,6.2,6.3,6,6.6,8,8.5,7.4,7.9,11,9.4,7.7
"2018/07/30","竹山","O3",16,17,12,11,11,10,6.8,9.7,25,30,43,48,56,57,51,44,45,37,31,27,23,16,17,12
"2018/07/30","竹山","PM10",25,20,19,21,24,26,29,33,28,22,25,24,22,26,27,30,31,30,29,31,31,70,66,23
"2018/07/30","竹山","SO2",2,1.7,1.6,1.7,1.6,1.7,2,2.1,2,1.8,2.4,2.2,2.2,2.2,2.2,2.1,2.3,2.4,2.2,2.2,2.3,4,2.7,2.2
"2018/07/31","竹山","CO",0.09,0.15,0.15,0.14,0.13,0.17,0.2,0.16,0.22,NA,NA,NA,NA,0.08,0.07,0.07,0.08,0.09,0.11,0.14,0.14,0.16,0.12,0.1
"2018/07/31","竹山","NOx",7.1,6,6.6,5.5,4.4,6.3,8,5.7,NA,NA,NA,NA,NA,5.5,5.4,5.5,5.3,6.9,7,8.4,8.5,9.2,7.7,6.5
"2018/07/31","竹山","O3",13,8.7,6.4,6.2,8.9,6.4,7.1,13,23,NA,NA,NA,NA,49,48,43,40,36,34,30,25,16,18,18
"2018/07/31","竹山","PM10",25,26,27,28,26,25,24,27,29,NA,NA,NA,NA,26,33,26,23,30,31,35,37,38,40,35
"2018/07/31","竹山","SO2",1.6,1.9,2,1.8,1.9,1.9,2.2,2.1,2.3,NA,NA,NA,NA,2.3,2,2.1,2.4,2.5,2.4,2.5,2.5,1.5,1.4,1.4
"2018/08/01","竹山","CO",0.09,0.14,0.15,0.14,0.16,0.17,0.24,0.26,0.21,0.19,0.15,0.16,0.14,0.13,0.14,0.14,0.15,0.14,0.16,0.16,0.17,0.16,0.14,0.15
"2018/08/01","竹山","NOx",6.7,4.7,4.5,4.5,6,5.3,7.1,8.4,7.6,NA,3.3,4.9,4.1,4.1,4.8,5.3,5,4.7,5.9,6.3,7.2,5.6,4,4.7
"2018/08/01","竹山","O3",12,15,12,9.6,8.7,8.3,7,11,26,36,39,47,50,51,48,46,42,38,31,27,24,25,26,19
"2018/08/01","竹山","PM10",31,31,30,31,32,34,33,31,30,38,38,29,30,32,30,29,32,34,35,33,35,37,35,33
"2018/08/01","竹山","SO2",2.3,2.1,1.8,1.6,1.4,1.8,2,2.2,2.1,2.2,2,1.9,1.9,2,2.2,2.2,2.1,2.5,2.6,2.4,2.4,1.6,1.2,1.3
"2018/08/02","竹山","CO",0.14,0.11,0.09,0.09,0.09,0.11,0.16,0.17,0.19,0.11,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.1,0.13,0.15,0.13,0.14,0.12,0.12
"2018/08/02","竹山","NOx",4.3,5.5,4.9,5.1,5.2,5.2,8.7,9.3,8.8,6,4.1,3.7,3.7,3.8,4.4,4.5,5,5.1,7.1,8.3,8,8.8,7.9,10
"2018/08/02","竹山","O3",14,15,14,12,13,13,7.8,11,18,24,29,36,38,47,51,48,36,37,30,25,22,19,18,13
"2018/08/02","竹山","PM10",31,34,37,35,34,32,35,41,41,33,25,23,22,17,20,25,25,25,31,26,19,25,25,24
"2018/08/02","竹山","SO2",0.6,2.1,2,2.2,2.1,2.4,2.5,2.2,2.4,2.2,2,2.2,2,2.1,2.2,2.3,2,1.9,2,1.8,2.1,2.4,2.5,2.2
"2018/08/03","竹山","CO",0.1,0.12,0.12,0.12,0.11,0.14,0.21,0.19,0.17,0.11,0.13,0.12,0.11,0.12,0.12,0.2,0.2,0.27,0.24,0.22,0.19,0.19,0.2,0.12
"2018/08/03","竹山","NOx",8.6,7.1,6.8,6.1,6.5,8.9,12,9.5,9.4,6.7,9.3,5.5,6.3,13,8.7,13,13,12,10,8.6,8.5,9.1,9.7,5.7
"2018/08/03","竹山","O3",13,9.8,9.7,8.5,6.9,2.9,5,11,17,27,31,38,36,19,20,17,15,15,11,6.3,5.7,5.8,3.5,5.9
"2018/08/03","竹山","PM10",24,25,27,21,19,21,27,26,22,29,26,22,28,28,22,22,24,22,22,25,29,28,24,26
"2018/08/03","竹山","SO2",1.4,2.5,2.2,2.1,2,2.4,2.8,2.7,2.5,2.5,2.7,2.4,2.5,2.2,2.3,3.4,2.1,2.4,2.4,2.3,2.5,2.5,2.5,2.1
"2018/08/04","竹山","CO",0.14,0.11,0.14,0.12,0.12,0.13,0.25,0.23,0.23,0.1,0.11,0.12,0.14,0.14,0.13,0.12,0.13,0.16,0.26,0.22,0.23,0.26,0.23,0.2
"2018/08/04","竹山","NOx",7.1,5.6,7.8,7.6,8.6,7.9,14,12,10,5.9,5.4,5.9,6.4,7.1,6.2,6.6,8.2,11,14,12,11,14,11,10
"2018/08/04","竹山","O3",4.4,7.1,4.8,3.9,3.6,4.7,4.4,8.1,20,27,40,47,54,57,58,54,39,31,21,18,16,8.8,8.3,7.4
"2018/08/04","竹山","PM10",29,28,25,24,23,24,25,30,38,31,21,26,32,34,35,36,31,24,24,28,29,27,27,26
"2018/08/04","竹山","SO2",2.5,2.2,2.9,2.6,2.5,2.4,3.2,2.9,2.9,2.9,2.7,2.6,3,3.1,3.2,3.4,2.4,3.1,3.5,2.8,2.8,4.4,3.5,3.2
"2018/08/05","竹山","CO",0.17,0.15,0.13,0.1,0.13,0.12,0.19,0.16,0.13,0.11,0.13,0.16,0.14,0.28,0.34,0.17,0.18,0.2,0.25,0.19,0.28,0.23,0.26,0.24
"2018/08/05","竹山","NOx",9.4,5.7,5,4.3,6.3,5.3,7.9,7.6,5,3.7,3,4.6,3.3,5.8,10,5.7,7.6,11,12,7.8,10,12,12,9
"2018/08/05","竹山","O3",7.2,5.9,6.7,7.4,6.2,7.5,6.2,11,20,30,42,54,53,76,62,44,38,29,22,22,15,13,9.3,9.8
"2018/08/05","竹山","PM10",26,31,31,28,31,27,22,25,25,23,23,24,28,39,55,44,26,23,22,23,25,29,30,30
"2018/08/05","竹山","SO2",2.2,1.5,1.2,1.3,1.5,1.2,1.4,1.6,1.6,1.2,1.6,1.6,1.8,4.7,4,1.4,1.2,2.5,2.3,1.7,1.7,3.9,4.3,2.2
"2018/08/06","竹山","CO",0.18,0.26,0.21,0.17,0.16,0.19,0.2,0.21,0.21,0.16,0.17,0.17,0.19,0.31,0.34,0.35,0.25,0.23,0.26,0.28,0.28,0.29,0.23,0.2
"2018/08/06","竹山","NOx",8,8.1,6.5,5.4,5.7,7,9.8,8,6.1,5.3,4.3,3.4,4.1,6.7,8.8,10,8.1,7.7,7.4,7.8,8,7,5.5,4.8
"2018/08/06","竹山","O3",10,6.1,7.9,8.5,7.7,5.3,6.2,11,23,31,48,55,65,88,71,57,52,46,29,27,27,20,19,18
"2018/08/06","竹山","PM10",29,29,31,32,29,28,27,30,30,22,25,31,30,39,53,50,37,26,25,32,35,36,38,38
"2018/08/06","竹山","SO2",2.2,1.7,1.3,1.4,1.3,1.5,1.3,1.7,1.5,1.7,1.9,1.6,1.8,3.9,5.7,6.4,1.9,1.6,1.4,1.6,1.9,1.6,0.9,1.3
"2018/08/07","竹山","CO",0.19,0.16,0.15,0.13,0.16,0.18,0.19,0.19,0.2,0.15,0.13,0.13,0.15,0.15,0.13,0.11,0.13,0.17,0.18,0.2,0.23,0.22,0.25,0.19
"2018/08/07","竹山","NOx",NA,6.1,4.9,5.6,6.7,7.6,7,7.5,6.4,5.3,4.5,4.6,5.8,7.2,5.8,5.7,6.3,7.3,7.4,8.9,13,9.8,11,8.1
"2018/08/07","竹山","O3",16,14,13,13,11,7,7.8,15,28,42,49,57,68,72,70,53,46,41,34,27,20,19,16,15
"2018/08/07","竹山","PM10",34,33,37,39,37,34,34,35,33,27,25,31,37,42,46,44,35,30,31,27,32,39,38,38
"2018/08/07","竹山","SO2",0.8,1.5,1.4,1.3,1.3,1.5,1.4,1.8,2,2.5,2.1,2.1,2.2,2.5,2.2,1.9,1.3,1.7,1.7,1.7,1.9,2.3,2.8,2
"2018/08/08","竹山","CO",0.14,0.13,0.1,0.1,0.1,0.13,0.15,0.18,0.14,0.08,0.1,NA,NA,0.12,0.1,0.08,0.12,0.21,0.13,0.11,0.1,0.11,0.09,0.08
"2018/08/08","竹山","NOx",6.1,7.2,5.4,4.3,4.6,6.4,6,7.2,5,3.3,3.5,NA,NA,4.5,4.2,4.6,7.1,11,6.2,5.5,5.4,4.9,4.6,4.5
"2018/08/08","竹山","O3",14,11,13,15,12,11,11,17,25,34,40,NA,55,66,63,62,53,44,42,40,30,25,28,24
"2018/08/08","竹山","PM10",37,38,36,35,35,34,35,38,35,30,27,NA,34,36,36,39,45,39,29,24,22,28,30,29
